reporting,partner,partner type,year,import,export,total,currency,source
UnitedKingdom,AscensionI.,,1864,8,9808,9816,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Austria-Hungary,,1864,881308,931625,1812933,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,AzoresWesternIsles,,1864,342052,106967,449019,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,BagoPegu_Bengal,,1864,13092457,9124356,22216813,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Bahamas_TurksandCaicosIs.,,1864,3154242,919011,4073253,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Barbados,,1864,796479,415372,1211851,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Belgium,,1864,6410954,2301291,8712245,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,BelizeBritishHonduras,,1864,372223,204625,576848,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Berbice,,1864,169365,52009,221374,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Bermuda,,1864,1998727,657045,2655772,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Bolivia,,1864,154044,3510,157554,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Borneo,,1864,66530,,66530,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Brazil,,1864,7021121,6249260,13270381,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Bremen_Hamburg_Lubeck,,1864,7923039,13418826,21341865,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,BritishColumbia_Vancouver,,1864,44103,162900,207003,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,BritishKaffraria,,1864,13952,29412,43364,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,BritishVirginIs.,,1864,22240,492,22732,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Canada,,1864,4562784,3059751,7622535,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,CanaryIs.,,1864,127437,144834,272271,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,CapeBretonI._NovaScotia,,1864,258240,1057003,1315243,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,CapeColony,,1864,1726972,1814319,3541291,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,CapeVerde,,1864,,24436,24436,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,CentralAmerica,,1864,427394,221794,649188,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,ChannelIs.,,1864,836455,1015985,1852440,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,ChennaiMadras,,1864,5594133,1591906,7186039,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Chile,,1864,3162241,1683580,4845821,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,ChinaPeople'sRepublicofChina,,1864,12667190,3092611,15759801,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,CochinChina_KampucheaCambodia_Tonkin,,1864,4,,4,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,ColombiaGranColombia,,1864,1684720,2058843,3743563,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Cuba_PuertoRico,,1864,6305735,3002025,9307760,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Curacao,,1864,14665,126447,141112,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,DemeraraandEssequibo,,1864,1741820,743822,2485642,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Denmark,,1864,1664814,1145745,2810559,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Dominica,,1864,62888,14968,77856,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,DominicanRepublicSantoDomingo_Haiti,,1864,251210,450611,701821,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,DutchPostsGoldCoast,,1863,,,,sterling pound,
UnitedKingdom,DutchPostsGoldCoast,,1864,5,,5,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,EastAfrica,,1864,,25444,25444,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,EastAfricaother,,1864,73235,,73235,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Ecuador,,1864,26965,2746,29711,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,EgyptUnitedArabRepublic,,1864,,6051680,6051680,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,EgyptUnitedArabRepublicharboursother,,1864,19602235,,19602235,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,FaeroeIs._Greenland_Iceland,,1864,63389,7022,70411,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,FalklandIs.,,1864,14887,12832,27719,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,FernandoPoBioko,,1864,26248,12263,38511,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,France,,1864,25640733,8187361,33828094,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,FrenchIndia,,1864,117987,,117987,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Gambia,,1864,41720,28200,69920,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,GhanaGoldCoast,,1864,198806,85718,284524,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Gibraltar,,1864,117059,1206168,1323227,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Gozo_Malta,,1864,128013,753113,881126,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Greece,,1864,740535,433887,1174422,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Grenada,,1864,160951,39299,200250,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Guadeloupe_Martinique,,1864,406,13948,14354,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Hanover,,1864,196280,689978,886258,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Heligoland,,1863,,,,sterling pound,
UnitedKingdom,Heligoland,,1864,803,15,818,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Holstein_Lauenburg_Schleswig,,1864,814097,145030,959127,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,HongKong,,1864,2881929,1618867,4500796,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,IonianIs.,,1864,189259,420433,609692,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,IranPersia,,1863,,,,sterling pound,
UnitedKingdom,IranPersia,,1864,,530,530,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Italy,,1864,2178638,5597496,7776134,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Jamaica,,1864,1186065,616342,1802407,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Japan,,1864,1423819,627383,2051202,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Java,,1864,16749,796850,813599,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Kniphausen_Oldenburg,,1864,13347,33199,46546,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,LibyaTripolitaniaCyrenaicaFezzan,,1863,,,,sterling pound,
UnitedKingdom,LibyaTripolitaniaCyrenaicaFezzan,,1864,2043,,2043,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Macao,,1864,124811,,124811,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,MadeiraIsles,,1864,17261,71500,88761,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,MalagasyRepublicMadagascar,,1864,,30884,30884,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,MarianaIs._Philippines,,1864,854435,765719,1620154,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Mauritius,,1864,1589769,655852,2245621,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,MecklenburgSchwerin,,1864,340198,51251,391449,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Mexico,,1864,3129334,1809753,4939087,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Moldavia_Wallachia,,1864,381607,159462,541069,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Montserrat,,1864,14891,1441,16332,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Moroccoother,,1864,272243,162532,434775,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,MumbaiBombay_Sind,,1864,33609009,9235375,42844384,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Muscat,,1864,,808,808,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Natal,,1864,234949,427885,662834,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Netherlands,,1864,11660180,6884937,18545117,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Nevis,,1864,23897,482,24379,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,NewBrunswick,,1864,1492468,707866,2200334,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,NewSouthWales,,1864,2809915,2741865,5551780,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,NewZealand,,1864,1102407,1867624,2970031,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Newfoundland,,1864,315551,391739,707290,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Norway,,1864,1572754,772095,2344849,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,PacificIslands,,1864,18210,184616,202826,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Palestine_Syria,,1864,261569,1366608,1628177,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,PapalStatesMediterraneanharbours,,1864,2461,72589,75050,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Peru,,1864,2655431,1331692,3987123,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Portugal,,1864,2202506,2091314,4293820,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,PortugueseWestAfrica,,1864,52226,47949,100175,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,PrinceEdwardIs.,,1864,58430,147230,205660,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Prussia,,1864,5862919,1134399,6997318,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Queensland,,1864,344362,450003,794365,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Rupert'sLand,,1864,119154,69102,188256,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,RussiaUSSR,,1864,14712630,2846409,17559039,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Senegal,,1864,,7234,7234,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,SierraLeone,,1864,54860,158978,213838,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Singapore_StraitsSettlements,,1864,2069838,1181680,3251518,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,SouthAustralia,,1864,1203809,1116654,2320463,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Spain,,1864,5879705,3084778,8964483,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,SriLankaCeylon,,1864,3173820,826333,4000153,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,St.Croix_St.Thomas,,1864,121139,746770,867909,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,St.Helena,,1864,10677,35766,46443,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,St.Kitts,,1864,144824,57135,201959,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,St.Lucia,,1864,127328,29972,157300,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,St.VincentandtheGrenadines,,1864,218121,52614,270735,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Surinam,,1864,74085,33165,107250,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Sweden,,1864,3526586,731294,4257880,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Tasmania,,1864,464296,266716,731012,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,ThailandSiam,,1864,14522,15130,29652,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Tobago,,1864,73227,14796,88023,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,TrinidadandTobago,,1864,1096171,419895,1516066,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Tunis,,1864,3112,1686,4798,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Turkey,,1864,5663138,5952049,11615187,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Turkishharbours_HejazSultanate,,1864,1,25869,25870,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,UnitedStatesofAmerica,,1864,17923678,16708505,34632183,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Uruguay,,1864,1099271,993951,2093222,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Venezuela,,1864,180954,482988,663942,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Victoria,,1864,4043813,5316844,9360657,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,WestAfricaother,,1864,985694,498516,1484210,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,WesternAustralia,,1864,70730,97507,168237,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,WorldFedericoTena,,1864,222007980.931246,160726603.789093,382734584.720339,sterling pound,FEDERICO-TENA
UnitedKingdom,Worldasreported,,1864,274952172,160449053,435401225,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Worldestimated,,1864,222752172,,222752172,sterling pound,"B.R. Mitchell, British Historical Statistics (2011)"
UnitedKingdom,Worldsumpartners,,1864,274872394,160447962,435320356,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Worldbestguess,,1864,222752172,160449053,383201225,sterling pound,"B.R. Mitchell, British Historical Statistics (2011)"
UnitedKingdom,Aden,,1865,,45619,45619,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Algeria,,1865,90505,12363,102868,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Antigua_Barbuda,,1865,203521,76633,280154,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Argentina,,1865,1014329,1950892,2965221,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,AscensionI.,,1865,18,7791,7809,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Austria-Hungary,,1865,1160836,878397,2039233,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,AzoresWesternIsles,,1865,357764,82211,439975,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,BagoPegu_Bengal,,1865,10413665,9910837,20324502,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Bahamas_TurksandCaicosIs.,,1865,1340284,251301,1591585,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Barbados,,1865,798288,420532,1218820,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Belgium,,1865,7354845,2935833,10290678,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,BelizeBritishHonduras,,1865,244786,160033,404819,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Berbice,,1865,141795,56540,198335,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Bermuda,,1865,259954,62657,322611,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Bolivia,,1865,151026,997,152023,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
UnitedKingdom,Borneo,,1865,55438,,55438,sterling pound,"Annual Statement of Trade of the United Kingdom with Foreign countries and British possessions.1865 (BNF: MICROFICHE M-15006.mf72,526)"
