reporting,partner,partner type,year,import,export,total,currency,source
France,Austria,,1787,1449139.23327458,1447575.82826162,2896715.0615362,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1787,474826.060797328,2502890.84397675,2977716.904774078,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1787,207487.961573501,263346.426850317,470834.388423818,sterling pound,Statistique générale de la France (1838)
France,FrenchColonies,,1787,10116062.0322519,3971273.2644853,14087335.2967372,sterling pound,Statistique générale de la France (1838)
France,Germany,,1787,367391.862061108,934067.967369742,1301459.82943085,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1787,1522319.89345561,1048932.49790957,2571252.39136518,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1787,245537.746875581,593129.250767254,838666.997642835,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1787,1006030.33587844,1395900.30299288,2401930.63887132,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1787,377786.842200459,163625.303377495,541412.145577954,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1787,125026.663124057,374572.714341372,499599.377465429,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1787,272252.845833713,275674.873295587,547927.7191293,sterling pound,Statistique générale de la France (1838)
France,Spain,,1787,1261505.68376724,1669899.50549001,2931405.18925725,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1787,345558.245776416,209716.645315378,555274.891091794,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1787,310685.166404921,853693.98093228,1164379.147337201,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1787,1568619.13499628,866720.970042915,2435340.105039195,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1787,620147.883145455,221991.037863923,842138.921009378,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1787,2055732.06231832,1422054.07302349,3477786.13534181,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1787,586518.043398626,85263.7850950122,671781.8284936382,sterling pound,Statistique générale de la France (1838)
France,Worldasreported,,1787,22912660.96107,18300329.2713909,41212990.2324609,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1787,22912627.6971335,18300329.2713909,41212956.9685244,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1787,22912660.96107,18300329.2713909,41212990.2324609,sterling pound,Statistique générale de la France (1838)
France,Austria,,1788,1212816.19824602,1435898.56800153,2648714.76624755,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1788,408893.042453023,2628445.70032525,3037338.7427782733,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1788,150709.785241111,212122.029751947,362831.814993058,sterling pound,Statistique générale de la France (1838)
France,FrenchColonies,,1788,9263020.36064057,4095021.77350648,13358042.13414705,sterling pound,Statistique générale de la France (1838)
France,Germany,,1788,330212.436817585,964338.217859345,1294550.65467693,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1788,1237688.52520674,1006916.33838793,2244604.86359467,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1788,219566.557594727,620348.703155891,839915.2607506181,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1788,976892.937796289,1866695.93784698,2843588.875643269,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1788,374192.794056806,172258.443263786,546451.237320592,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1788,143600.485999709,387773.640566258,531374.126565967,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1788,322032.041313246,244365.29778929,566397.339102536,sterling pound,Statistique générale de la France (1838)
France,Spain,,1788,1114295.78282419,2039588.04493044,3153883.82775463,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1788,229161.454270731,144888.254407439,374049.70867817,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1788,259491.466388018,931514.432000105,1191005.8983881231,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1788,1746352.95810624,729592.345668111,2475945.3037743513,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1788,600279.956763687,231266.853413527,831546.810177214,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1788,2408490.76813137,1273643.83678128,3682134.6049126503,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1788,141069.918874679,56347.0221070998,197416.94098177878,sterling pound,Statistique générale de la France (1838)
France,Worldasreported,,1788,21138771.5588784,19041025.4397627,40179796.9986411,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1788,21138767.4707247,19041025.4397627,40179792.9104874,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1788,21138771.5588784,19041025.4397627,40179796.9986411,sterling pound,Statistique générale de la France (1838)
France,Austria,,1789,1235007.54964246,1166000.33553967,2401007.88518213,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1789,670525.372813057,2470806.46641913,3141331.8392321873,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1789,128953.274518928,290194.328113476,419147.60263240396,sterling pound,Statistique générale de la France (1838)
France,FrenchColonies,,1789,9149707.66898063,3298932.60400938,12448640.27299001,sterling pound,Statistique générale de la France (1838)
France,Germany,,1789,340802.256345973,988813.234190859,1329615.490536832,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1789,1397079.53872793,964597.399884144,2361676.938612074,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1789,307683.541779437,596967.797688575,904651.339468012,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1789,1455284.5914488,1707651.57054722,3162936.16199602,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1789,294625.984065031,122938.88429896,417564.868363991,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1789,221266.250724101,506118.850681684,727385.101405785,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1789,242910.141844645,275514.467773948,518424.609618593,sterling pound,Statistique générale de la France (1838)
France,Spain,,1789,1275604.68362725,1625626.36708672,2901231.05071397,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1789,282438.930198253,128280.612454853,410719.54265310604,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1789,259607.9883764,793543.393825437,1053151.382201837,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1789,1560615.55701167,791090.155709398,2351705.712721068,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1789,1062529.08274218,283032.455548908,1345561.5382910878,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1789,2410187.74393892,1389403.27752612,3799591.02146504,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1789,519849.070460164,49143.8990342156,568992.9694943796,sterling pound,Statistique générale de la France (1838)
France,Worldasreported,,1789,22814679.2272458,17448656.1003327,40263335.3275785,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1789,22814679.2272458,17448656.1003327,40263335.3275785,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1789,22814679.2272458,17448656.1003327,40263335.3275785,sterling pound,Statistique générale de la France (1838)
France,Austria,,1790,,,,sterling pound,
France,Austria,,1791,,,,sterling pound,
France,Austria,,1792,1210949.98876259,2930630.33974974,4141580.32851233,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1790,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1791,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1792,547705.193584229,3599058.58965715,4146763.783241379,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1790,,,,sterling pound,
France,Denmark_Norway,,1791,,,,sterling pound,
France,Denmark_Norway,,1792,94172.688970558,364899.385582557,459072.074553115,sterling pound,Statistique générale de la France (1838)
France,FrenchColonies,,1790,,,,sterling pound,
France,FrenchColonies,,1791,,,,sterling pound,
France,FrenchColonies,,1792,16660137.8878095,2811766.99619194,19471904.88400144,sterling pound,Statistique générale de la France (1838)
France,Germany,,1790,,,,sterling pound,
France,Germany,,1791,,,,sterling pound,
France,Germany,,1792,782701.66408681,2662079.90275681,3444781.56684362,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1790,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1791,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1792,1910676.80882786,1849820.67620739,3760497.48503525,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1790,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1791,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1792,555421.023142741,1332820.52743037,1888241.550573111,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1790,,,,sterling pound,
France,Netherlands,,1791,,,,sterling pound,
France,Netherlands,,1792,1226460.78459303,4732058.91570041,5958519.700293439,sterling pound,Statistique générale de la France (1838)
France,Othercountries,,1792,471456.970203445,,471456.970203445,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1790,,,,sterling pound,
France,Portugal,,1791,,,,sterling pound,
France,Portugal,,1792,243226.688698328,288730.298915194,531956.987613522,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1790,,,,sterling pound,
France,Prussia,,1791,,,,sterling pound,
France,Prussia,,1792,128201.475741432,496543.308357787,624744.784099219,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1790,,,,sterling pound,
France,RussiaUSSR,,1791,,,,sterling pound,
France,RussiaUSSR,,1792,205122.361186291,180787.821809445,385910.182995736,sterling pound,Statistique générale de la France (1838)
France,Spain,,1790,,,,sterling pound,
France,Spain,,1791,,,,sterling pound,
France,Spain,,1792,3054716.7063933,2751187.84206844,5805904.54846174,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1790,,,,sterling pound,
France,Sweden,,1791,,,,sterling pound,
France,Sweden,,1792,284694.326530742,155701.483655103,440395.810185845,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1790,,,,sterling pound,
France,Switzerland,,1791,,,,sterling pound,
France,Switzerland,,1792,399126.014136983,2111011.3988522,2510137.412989183,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1790,,,,sterling pound,
France,Turkey_BarbaryCoast,,1791,,,,sterling pound,
France,Turkey_BarbaryCoast,,1792,3462745.6007901,1893425.00530216,5356170.60609226,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1790,,,,sterling pound,
France,TwoSicilies,,1791,,,,sterling pound,
France,TwoSicilies,,1792,1110446.36271838,561316.708292578,1671763.071010958,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1790,,,,sterling pound,
France,UnitedKingdom,,1791,,,,sterling pound,
France,UnitedKingdom,,1792,3418745.58812823,2364130.17672811,5782875.76485634,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1790,,,,sterling pound,
France,UnitedStatesofAmerica,,1791,,,,sterling pound,
France,UnitedStatesofAmerica,,1792,993086.616715573,222453.301425411,1215539.918140984,sterling pound,Statistique générale de la France (1838)
France,Worldasreported,,1790,,,,sterling pound,
France,Worldasreported,,1791,,,,sterling pound,
France,Worldasreported,,1792,36759794.7510201,31755426.4044393,68515221.1554594,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1790,,,,sterling pound,
France,Worldsumpartners,,1791,,,,sterling pound,
France,Worldsumpartners,,1792,36759794.7510201,31308422.6786828,68068217.42970291,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1790,,,,sterling pound,
France,Worldbestguess,,1791,,,,sterling pound,
France,Worldbestguess,,1792,36759794.7510201,31755426.4044393,68515221.1554594,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1793,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1794,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1795,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1796,,,,sterling pound,
France,Bremen_Hamburg_Lubeck,,1797,1495930.66272064,806292.49903111,2302223.16175175,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1793,,,,sterling pound,
France,Denmark_Norway,,1794,,,,sterling pound,
France,Denmark_Norway,,1795,,,,sterling pound,
France,Denmark_Norway,,1796,,,,sterling pound,
France,Denmark_Norway,,1797,856815.699538456,219708.980727901,1076524.680266357,sterling pound,Statistique générale de la France (1838)
France,Germany,,1793,,,,sterling pound,
France,Germany,,1794,,,,sterling pound,
France,Germany,,1795,,,,sterling pound,
France,Germany,,1796,,,,sterling pound,
France,Germany,,1797,468202.797449177,598386.358031216,1066589.155480393,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1793,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1794,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1795,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1796,,,,sterling pound,
France,KingdomofSardinia_Genoa,,1797,2010499.24250432,804883.204735229,2815382.447239549,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1793,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1794,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1795,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1796,,,,sterling pound,
France,Milan_PapalStates_Tuscany,,1797,328753.126871719,85720.3255469824,414473.45241870143,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1793,,,,sterling pound,
France,Netherlands,,1794,,,,sterling pound,
France,Netherlands,,1795,,,,sterling pound,
France,Netherlands,,1796,,,,sterling pound,
France,Netherlands,,1797,2109185.07557341,1041644.64644329,3150829.7220167,sterling pound,Statistique générale de la France (1838)
France,Othercountries,,1793,,,,sterling pound,
France,Othercountries,,1794,,,,sterling pound,
France,Othercountries,,1795,,,,sterling pound,
France,Othercountries,,1796,,,,sterling pound,
France,Othercountries,,1797,493358.700630659,398019.941514287,891378.642144946,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1793,,,,sterling pound,
France,Portugal,,1794,,,,sterling pound,
France,Portugal,,1795,,,,sterling pound,
France,Portugal,,1796,,,,sterling pound,
France,Portugal,,1797,648803.861466371,75432.4771870486,724236.3386534196,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1793,,,,sterling pound,
France,Prussia,,1794,,,,sterling pound,
France,Prussia,,1795,,,,sterling pound,
France,Prussia,,1796,,,,sterling pound,
France,Prussia,,1797,179332.6991509,157030.616918578,336363.316069478,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1793,,,,sterling pound,
France,RussiaUSSR,,1794,,,,sterling pound,
France,RussiaUSSR,,1795,,,,sterling pound,
France,RussiaUSSR,,1796,,,,sterling pound,
France,RussiaUSSR,,1797,23781.8412429976,4122.18581545291,27904.027058450512,sterling pound,Statistique générale de la France (1838)
France,Spain,,1793,,,,sterling pound,
France,Spain,,1794,,,,sterling pound,
France,Spain,,1795,,,,sterling pound,
France,Spain,,1796,,,,sterling pound,
France,Spain,,1797,1191875.41838424,1404361.76584575,2596237.18422999,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1793,,,,sterling pound,
France,Sweden,,1794,,,,sterling pound,
France,Sweden,,1795,,,,sterling pound,
France,Sweden,,1796,,,,sterling pound,
France,Sweden,,1797,78814.7834971638,25437.7620406581,104252.54553782189,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1793,,,,sterling pound,
France,Switzerland,,1794,,,,sterling pound,
France,Switzerland,,1795,,,,sterling pound,
France,Switzerland,,1796,,,,sterling pound,
France,Switzerland,,1797,1341683.40203643,1611774.65384209,2953458.05587852,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1793,,,,sterling pound,
France,Turkey_BarbaryCoast,,1794,,,,sterling pound,
France,Turkey_BarbaryCoast,,1795,,,,sterling pound,
France,Turkey_BarbaryCoast,,1796,,,,sterling pound,
France,Turkey_BarbaryCoast,,1797,175598.069266815,148363.456998908,323961.526265723,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1793,,,,sterling pound,
France,TwoSicilies,,1794,,,,sterling pound,
France,TwoSicilies,,1795,,,,sterling pound,
France,TwoSicilies,,1796,,,,sterling pound,
France,TwoSicilies,,1797,170383.680372054,24416.0236761442,194799.70404819818,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1793,,,,sterling pound,
France,UnitedKingdom,,1794,,,,sterling pound,
France,UnitedKingdom,,1795,,,,sterling pound,
France,UnitedKingdom,,1796,,,,sterling pound,
France,UnitedKingdom,,1797,,8490.99813268506,8490.99813268506,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1793,,,,sterling pound,
France,UnitedStatesofAmerica,,1794,,,,sterling pound,
France,UnitedStatesofAmerica,,1795,,,,sterling pound,
France,UnitedStatesofAmerica,,1796,,,,sterling pound,
France,UnitedStatesofAmerica,,1797,869569.812916182,422330.26811824,1291900.081034422,sterling pound,Statistique générale de la France (1838)
France,Worldasreported,,1793,,,,sterling pound,
France,Worldasreported,,1794,,,,sterling pound,
France,Worldasreported,,1795,,,,sterling pound,
France,Worldasreported,,1796,,,,sterling pound,
France,Worldasreported,,1797,12442588.8736215,7438396.22309129,19880985.09671279,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1793,,,,sterling pound,
France,Worldsumpartners,,1794,,,,sterling pound,
France,Worldsumpartners,,1795,,,,sterling pound,
France,Worldsumpartners,,1796,,,,sterling pound,
France,Worldsumpartners,,1797,12442588.8736215,7836416.16460558,20279005.03822708,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1793,,,,sterling pound,
France,Worldbestguess,,1794,,,,sterling pound,
France,Worldbestguess,,1795,,,,sterling pound,
France,Worldbestguess,,1796,,,,sterling pound,
France,Worldbestguess,,1797,12442588.8736215,7438396.22309129,19880985.09671279,sterling pound,Statistique générale de la France (1838)
France,Austria,,1793,,,,sterling pound,
France,Austria,,1794,,,,sterling pound,
France,Austria,,1795,,,,sterling pound,
France,Austria,,1796,,,,sterling pound,
France,Austria,,1797,,,,sterling pound,
France,Austria,,1798,3694.90630773291,14251.7814726841,17946.68778041701,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1798,373493.445940002,898653.998416469,1272147.4443564708,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1798,333817.190111727,291545.702472068,625362.892583795,sterling pound,Statistique générale de la France (1838)
France,Germany,,1798,970132.840679159,2399929.62083223,3370062.461511389,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1798,1715756.13618369,1188660.15659365,2904416.29277734,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1798,491070.643089646,210741.620480338,701812.263569984,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1798,2250725.78516759,1498812.35154394,3749538.1367115295,sterling pound,Statistique générale de la France (1838)
France,Othercountries,,1798,2139790.6219759,,2139790.6219759,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1798,163675.552036597,34001.9354271136,197677.4874637106,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1798,157649.335796604,167414.445324184,325063.78112078796,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1798,71434.8552828363,3606.93234802499,75041.78763086129,sterling pound,Statistique générale de la France (1838)
France,Spain,,1798,1709949.85484297,2253452.97791854,3963402.8327615103,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1798,74381.9829330518,31802.5864344154,106184.5693674672,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1798,1240916.68866016,1373229.52406088,2614146.21272104,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1798,353215.448227325,266297.176035893,619512.6242632179,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1798,200756.576053488,21421.6591888801,222178.2352423681,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1798,868566.904196358,480029.911146301,1348596.8153426591,sterling pound,Statistique générale de la France (1838)
France,Worldasreported,,1798,13119028.7674848,11133852.3796956,24252881.1471804,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1798,13119028.7674848,11133852.3796956,24252881.1471804,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1798,13119028.7674848,11133852.3796956,24252881.1471804,sterling pound,Statistique générale de la France (1838)
France,Austria,,1799,2463.27087182194,1781.8685669042,4245.13943872614,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1799,297083.663235682,1461027.53584939,1758111.1990850721,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1799,114880.795284596,570661.520190024,685542.3154746201,sterling pound,Statistique générale de la France (1838)
France,Germany,,1799,1308630.24544735,3466316.97017683,4774947.21562418,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1799,1382268.84842087,977434.151491159,2359702.999912029,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1799,311828.098882731,84254.7725873142,396082.8714700452,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1799,3131886.16169614,1776660.90437231,4908547.06606845,sterling pound,Statistique générale de la France (1838)
France,Othercountries,,1799,1807917.65637371,,1807917.65637371,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1799,100681.798187736,22165.0391484121,122846.8373361481,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1799,109853.083487288,475089.029647225,584942.113134513,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1799,7952.84595759655,12.6682501979414,7965.514207794491,sterling pound,Statistique générale de la France (1838)
France,Spain,,1799,1431094.39605877,2876901.42517815,4307995.82123692,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1799,60319.3454737398,24272.0154834169,84591.36095715669,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1799,720497.932611947,1275056.91915193,1995554.8517638769,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1799,113525.996305094,61177.0915808921,174703.08788598608,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1799,72217.8235242368,405.384006334125,72623.20753057091,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1798,,,,sterling pound,
France,UnitedKingdom,,1799,,20978.2704319521,20978.2704319521,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1799,158595.055863464,112496.700976511,271091.756839975,sterling pound,Statistique générale de la France (1838)
France,Worldasreported,,1799,11131697.0176828,13206731.8553708,24338428.8730536,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1799,11131697.0176828,13206692.2670889,24338389.2847717,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1799,11131697.0176828,13206731.8553708,24338428.8730536,sterling pound,Statistique générale de la France (1838)
France,Austria,,1800,13228.4243863816,4506.94994281693,17735.37432919853,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1800,835512.756224158,532572.35858186,1368085.1148060178,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1800,1661130.77329111,488503.606932348,2149634.380223458,sterling pound,Statistique générale de la France (1838)
France,Germany,,1800,1772665.83091405,3081394.25530043,4854060.08621448,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1800,985014.339755433,1165146.91651271,2150161.256268143,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1800,38402.6128266033,2825.01979414093,41227.632620744225,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1800,3537213.51280021,1657829.02260931,5195042.53540952,sterling pound,Statistique générale de la France (1838)
France,Othercountries,,1800,1286372.17383654,,1286372.17383654,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1800,176321.720770652,56404.9881235154,232726.7088941674,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1800,1081686.32884666,398464.546494238,1480150.875340898,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1800,9716.06404504267,6792.20550716988,16508.26955221255,sterling pound,Statistique générale de la France (1838)
France,Spain,,1800,2010714.30456585,2746608.11999648,4757322.42456233,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1800,55183.5576669306,16827.6590129322,72011.2166798628,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1800,647649.907627342,1707097.07926454,2354746.986891882,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1800,11595.4517462831,30463.1828978622,42058.6346441453,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1800,1119.3366763438,75.5696313891088,1194.9063077329088,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1800,,4160.3325415677,4160.3325415677,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1800,85780.2850356295,24529.9991202604,110310.2841558899,sterling pound,Statistique générale de la France (1838)
France,WorldFedericoTena,,1800,11267636.2734405,9488535.8092131,20756172.0826536,sterling pound,FEDERICO-TENA
France,Worldasreported,,1800,14209307.3810152,11945790.6219759,26155098.002991103,sterling pound,Statistique générale de la France (1838)
France,Worldsumpartners,,1800,14209307.3810152,11924201.8122636,26133509.1932788,sterling pound,Statistique générale de la France (1838)
France,Worldbestguess,,1800,14209307.3810152,11945790.6219759,26155098.002991103,sterling pound,Statistique générale de la France (1838)
France,Austria,,1801,95.7596551420779,1143.66147620304,1239.4211313451178,sterling pound,Statistique générale de la France (1838)
France,Bremen_Hamburg_Lubeck,,1801,1409430.80848069,1124967.00976511,2534397.8182458,sterling pound,Statistique générale de la France (1838)
France,Denmark_Norway,,1801,911762.11841295,404328.31881763,1316090.43723058,sterling pound,Statistique générale de la France (1838)
France,Germany,,1801,1914885.19398258,3241532.50637811,5156417.70036069,sterling pound,Statistique générale de la France (1838)
France,KingdomofSardinia_Genoa,,1801,1751869.44664379,1593120.43635084,3344989.88299463,sterling pound,Statistique générale de la France (1838)
France,Milan_PapalStates_Tuscany,,1801,154614.234186681,27008.0056303334,181622.23981701437,sterling pound,Statistique générale de la France (1838)
France,Netherlands,,1801,4485704.23154746,1830166.27078385,6315870.50233131,sterling pound,Statistique générale de la France (1838)
France,Othercountries,,1801,727192.75094572,,727192.75094572,sterling pound,Statistique générale de la France (1838)
France,Portugal,,1801,564880.795284596,99630.5093692267,664511.3046538227,sterling pound,Statistique générale de la France (1838)
France,Prussia,,1801,1530746.89891792,570599.102665611,2101346.001583531,sterling pound,Statistique générale de la France (1838)
France,RussiaUSSR,,1801,33738.0135479898,15527.403888449,49265.4174364388,sterling pound,Statistique générale de la France (1838)
France,Spain,,1801,2653030.70291194,2391396.14674057,5044426.84965251,sterling pound,Statistique générale de la France (1838)
France,Sweden,,1801,94528.019706167,39588.2818685669,134116.3015747339,sterling pound,Statistique générale de la France (1838)
France,Switzerland,,1801,872173.836544383,1547813.84710126,2419987.683645643,sterling pound,Statistique générale de la France (1838)
France,Turkey_BarbaryCoast,,1801,91580.8920559515,65056.7432040116,156637.6352599631,sterling pound,Statistique générale de la France (1838)
France,TwoSicilies,,1801,66068.4437406528,18958.3883170582,85026.832057711,sterling pound,Statistique générale de la France (1838)
France,UnitedKingdom,,1801,,20277.9977126771,20277.9977126771,sterling pound,Statistique générale de la France (1838)
France,UnitedStatesofAmerica,,1801,1002375.29691211,412553.884050321,1414929.180962431,sterling pound,Statistique générale de la France (1838)
France,WorldFedericoTena,,1801,14845287.2503294,10910391.8345794,25755679.0849088,sterling pound,FEDERICO-TENA
France,Worldasreported,,1801,18264677.4434767,13403668.5141198,31668345.9575965,sterling pound,Statistique générale de la France (1838)
