,"English prices and wages, 1209-1914 (Gregory Clark)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(grams of Ag per metric) = (grams of Ag per £) * (pence per English)  /((pence per £)*(metric per English)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,0.215,,,,,,,,,,,0.444,0.469,,,,,,,,,,,,,,,,,,,0.420,,,,,,2.612,,,,,2.839,,0.138,,,,0.292,,,,,,,,,4.945,,,,,,2.000,,,0.801,,,,,,,,0.345,,,1.950,,,1.340,2.877,1.110,,321.1,316.0,,1254,0.096,,,,,,,,,,,1.289,0.163,,,,,,,,,,,,,,,,,,,,,,,,,3.760,,,,,8.240,,0.062,,,,0.131,,,,,,,,,0.128,,,,,,2.633,,,2.324,,,,,,,,0.155,,,5.660,,,1.765,3.788,1.461
1255,0.189,,,,,,,,,,,0.472,0.362,,,,,,,,,,,,,,,,,,,0.420,,,,,,3.617,,,,,,,0.138,,,,0.292,,,,,,,,,4.945,,,,,,1.500,,,0.996,,,,,,,,0.314,,,2.070,,,1.305,3.465,1.604,,321.1,316.0,,1255,0.085,,,,,,,,,,,1.371,0.126,,,,,,,,,,,,,,,,,,,,,,,,,5.207,,,,,,,0.062,,,,0.131,,,,,,,,,0.128,,,,,,1.975,,,2.890,,,,,,,,0.141,,,6.008,,,1.718,4.561,2.112
1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.870,,,,3.820,1.686,,321.1,316.0,,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.330,,,,5.029,2.219
1257,0.524,,,,,,,,,,,0.472,0.354,,,,,,,,,,,,,,2.468,,,,,0.500,,,,,,3.831,,,,,1.893,,0.259,,,,0.724,,,,,,,,,9.106,,,,,,,,,0.919,,,,,,,,0.745,,,2.290,,,1.330,3.166,2.349,,321.1,316.0,,1257,0.235,,,,,,,,,,,1.371,0.123,,,,,,,,,,,,,,38.380,,,,,,,,,,,5.516,,,,,5.493,,0.116,,,,0.325,,,,,,,,,0.236,,,,,,,,,2.668,,,,,,,,0.334,,,6.646,,,1.750,4.169,3.093
1258,0.541,,,,,,,,,,,0.472,0.462,,,,,,,,,,,,,,1.462,,,,1.907,0.560,,,,,,3.020,,,,,,,0.285,,,,0.748,,,,,,,,,6.939,,,,,,,,,0.938,,,,,,,,0.847,,,2.380,,,1.274,3.131,1.682,,321.1,316.0,,1258,0.242,,,,,,,,,,,1.371,0.161,,,,,,,,,,,,,,22.736,,,,29.647,,,,,,,4.348,,,,,,,0.128,,,,0.335,,,,,,,,,0.180,,,,,,,,,2.722,,,,,,,,0.380,,,6.908,,,1.678,4.122,2.214
1259,,,,,,,,,,,,,,,,,3.244,,,,,,,,,,,,,,,,,,,,,,,,,,3.301,,,,,,,,,,,,,,,,,,,,,,,,1.355,,,,,,,,,,,2.870,,,,3.087,2.129,,321.1,316.0,,1259,,,,,,,,,,,,,,,,,50.447,,,,,,,,,,,,,,,,,,,,,,,,,,9.581,,,,,,,,,,,,,,,,,,,,,,,,3.932,,,,,,,,,,,8.330,,,,4.064,2.802
1260,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.451,,,,,,,2.994,2.094,,321.1,316.0,,1260,,,,,,,,,,,,,,,,,,,,,,,,,,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.955,0.202,,,,,,,3.941,2.757
1261,,,,,,,,1.074,,3.561,,0.537,,,,,,,,,,,,,,0.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.597,,,,,,,,,,,,,,,,,0.471,,,,,,1.337,,,,321.1,316.0,,1261,,,,,,,,3.118,,10.335,,1.558,,,,,,,,,,,,,,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,,,,,,,,,,,,,,,,,0.211,,,,,,1.760,,
1262,,,,,,,,1.228,,4.451,,0.517,0.463,,,,,,,,,,,,,0.282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.299,,,,,,,,,,,,,,,,0.453,0.508,,,3.780,2.436,,1.760,,,,321.1,316.0,,1262,,,,,,,,3.564,,12.919,,1.500,0.161,,,,,,,,,,,,,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,,,,,,,,,,,,,,,,1.889,0.228,,,10.971,42.087,,2.317,,
1263,0.318,,,,,,,0.772,,,,0.548,0.474,,,,,,,,,,,,,0.282,,,,,,0.580,,,,,,3.434,,,,,2.896,,0.216,,,,0.444,,,,,,,,,6.473,,,,,,2.250,,,,,,,,,,0.095,0.439,,,2.750,,,1.295,3.357,2.259,,321.1,316.0,,1263,0.142,,,,,,,2.241,,,,1.591,0.165,,,,,,,,,,,,,0.372,,,,,,,,,,,,4.944,,,,,8.405,,0.097,,,,0.199,,,,,,,,,0.168,,,,,,2.962,,,,,,,,,,0.396,0.197,,,7.982,,,1.705,4.419,2.974
1264,,,,,,,,0.741,,,,0.441,,,,,,,,,,,,,,,,,,,,0.600,,,,,,,,,,,,,,,,,,12.412,,,,,,,,5.158,,,,,,,,,,,,,,,,0.404,0.422,,,3.780,,,1.187,3.255,1.462,,321.1,316.0,,1264,,,,,,,,2.152,,,,1.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.025,,,,,,,,0.134,,,,,,,,,,,,,,,,1.686,0.189,,,10.971,,,1.563,4.286,1.925
1265,0.369,,,,,,,0.772,,5.567,,0.452,0.550,,,,,,,,,,,,,0.657,2.625,,24.000,,,0.440,6.511,,,,,3.974,,,,,2.640,,0.199,,,,0.444,6.130,1.697,,,6.484,1.070,,11.089,6.290,,,,,,1.871,,,0.993,16.486,,,,,,,0.475,,,2.750,,,1.283,3.314,1.417,,321.1,316.0,,1265,0.165,,,,,,,2.241,,16.157,,1.311,0.191,,,,,,,,,,,,,0.865,40.822,,69.657,,,,18.896,,,,,5.722,,,,,7.662,,0.089,,,,0.199,17.792,4.924,,,18.818,3.107,,0.515,0.163,,,,,,2.463,,,2.883,47.849,,,,,,,0.213,,,7.982,,,1.690,4.363,1.865
1266,0.309,,,,,,,0.832,,3.561,,0.611,0.524,,,,,,,,,,,,,,,,,,,0.500,7.198,,,,,3.747,,,,,2.487,,0.173,,,,0.362,8.173,,,,,,,,6.238,,,,,,,,,0.991,,,,,,,0.398,0.456,,,2.720,,,1.239,2.922,,,321.1,316.0,,1266,0.139,,,,,,,2.413,,10.335,,1.774,0.182,,,,,,,,,,,,,,,,,,,,20.891,,,,,5.394,,,,,7.219,,0.078,,,,0.162,23.722,,,,,,,,0.162,,,,,,,,,2.877,,,,,,,1.661,0.204,,,7.895,,,1.631,3.847,
1267,,,,,,,,0.938,,3.561,,,,,,,,,,,,,,,,0.339,,,,,,,,,,,,,,,,,,,,,,,,6.357,1.889,,,,,,,5.345,,,,,,,,,1.066,,,,,,,,0.519,,,,,,,2.749,,,321.1,316.0,,1267,,,,,,,,2.722,,10.335,,,,,,,,,,,,,,,,0.446,,,,,,,,,,,,,,,,,,,,,,,,18.451,5.482,,,,,,,0.139,,,,,,,,,3.094,,,,,,,,0.233,,,,,,,3.619,
1268,0.266,,,,,,,0.788,,3.561,,0.534,0.404,,,,,,,,,,,,,0.339,,,,,,0.460,6.066,,,,1.411,3.853,,,,,,,0.173,,,,0.280,,,,,,,,,4.740,,,,,,,,,0.784,,,,,,,0.343,0.402,,,3.020,,,1.248,3.191,1.856,,321.1,316.0,,1268,0.119,,,,,,,2.286,,10.335,,1.551,0.141,,,,,,,,,,,,,0.446,,,,,,,17.605,,,,4.096,5.547,,,,,,,0.078,,,,0.126,,,,,,,,,0.123,,,,,,,,,2.274,,,,,,,1.432,0.180,,,8.765,,,1.644,4.200,2.444
1269,0.386,,,,,,,0.753,,3.958,,0.551,0.374,,,,,,,,,,,,,0.395,,,,,,0.525,,,,,1.107,3.982,,,,,2.579,,0.268,,,,0.526,12.260,,,,,,,,6.270,,,,,,1.479,,,1.048,,,,,,,0.220,0.544,,,3.140,,,1.278,3.001,1.535,,321.1,316.0,,1269,0.173,,,,,,,2.185,,11.489,,1.599,0.130,,,,,,,,,,,,,0.520,,,,,,,,,,,3.212,5.734,,,,,7.485,,0.120,,,,0.236,35.583,,,,,,,,0.162,,,,,,1.947,,,3.043,,,,,,,0.919,0.244,,,9.114,,,1.683,3.951,2.021
1270,0.343,,,,,,,0.837,,,0.611,0.517,,,,,,,,,,,,,,,2.414,,,,,,3.933,,,,1.197,2.567,,,,,,,0.268,,,,0.596,14.530,,,,,,,,6.766,,,,,,,,,0.887,,,,,,,0.429,0.606,,,3.360,,,1.218,2.982,,,321.1,316.0,,1270,0.154,,,,,,,2.429,,,0.023,1.501,,,,,,,,,,,,,,,37.541,,,,,,11.414,,,,3.474,3.696,,,,,,,0.120,,,,0.267,42.173,,,,,,,,0.175,,,,,,,,,2.576,,,,,,,1.790,0.272,,,9.752,,,1.603,3.926,
1271,0.455,,,,,,,0.762,,3.561,,0.551,0.751,,,,,,,,,,,,,0.452,4.135,,,,,0.470,,,,,1.128,4.118,,,,,2.724,,0.225,,,,0.619,9.081,1.697,,,,,,,6.017,,,,,,1.990,,,1.000,,,,,,,0.437,0.848,,,3.170,,,1.258,3.099,1.475,,321.1,316.0,,1271,0.204,,,,,,,2.213,,10.335,,1.599,0.261,,,,,,,,,,,,,0.594,64.297,,,,,,,,,,3.275,5.929,,,,,7.905,,0.101,,,,0.278,26.358,4.924,,,,,,,0.156,,,,,,2.619,,,2.903,,,,,,,1.823,0.380,,,9.201,,,1.656,4.079,1.942
1272,0.609,,,,,,,,,3.561,,0.506,0.927,,,,,,,,,,,,,0.508,7.425,,,,,0.490,,,,,1.049,3.844,,,,,1.887,,0.285,5.489,,,0.829,,,,,,,,,6.651,,,,,,1.225,,,1.243,,,,,,11.224,,0.848,,,3.080,,,1.226,1.917,1.041,,321.1,316.0,,1272,0.273,,,,,,,,,10.335,,1.469,0.322,,,,,,,,,,,,,0.669,115.456,,,,,,,,,,3.046,5.534,,,,,5.476,,0.128,1.909,,,0.372,,,,,,,,,0.172,,,,,,1.612,,,3.608,,,,,,46.843,,0.380,,,8.939,,,1.614,2.524,1.371
1273,0.463,,,,,,,,,3.264,,0.500,0.720,,,,,,,,,,,,,0.397,3.852,,,,,0.460,,,,,1.039,3.759,2.059,,,,2.229,,0.259,,,,0.666,10.898,,,,,,,,4.982,,,,,,1.922,,,1.141,,,,,,,0.322,0.609,,,3.050,,,1.299,2.544,,,321.1,316.0,,1273,0.208,,,,,,,,,9.474,,1.452,0.250,,,,,,,,,,,,,0.523,59.898,,,,,,,,,,3.016,5.413,,,,,6.468,,0.116,,,,0.298,31.630,,,,,,,,0.129,,,,,,2.531,,,3.313,,,,,,,1.342,0.273,,,8.852,,,1.711,3.349,
1274,0.506,,,,,,,0.977,,3.418,,0.651,0.561,,,,,,,,,,,,,0.457,,,,,,0.440,,,,,0.854,3.800,,,,,2.284,,0.294,,,1.310,0.748,,,,,,,,,9.101,,,,,,,,,1.146,,,,,,,0.472,0.773,,,3.170,,,1.314,2.703,1.600,,321.1,316.0,,1274,0.227,,,,,,,2.835,,9.921,,1.891,0.195,,,,,,,,,,,,,0.602,,,,,,,,,,,2.478,5.472,,,,,6.628,,0.132,,,20.695,0.335,,,,,,,,,0.236,,,,,,,,,3.327,,,,,,,1.968,0.347,,,9.201,,,1.730,3.558,2.107
1275,0.541,,,,,,,1.036,,3.127,,0.534,0.668,,,,,,,,,,,,,0.426,3.301,,,,,0.380,12.131,,,,1.121,3.707,1.522,,,,1.998,,0.285,,,0.416,0.642,10.898,,,,,,,,6.441,,,,,,1.995,,,1.117,,,,,,,0.322,0.800,,,3.570,,,1.310,2.739,1.240,,321.1,316.0,,1275,0.242,,,,,,,3.008,,9.077,,1.550,0.232,,,,,,,,,,,,,0.560,51.323,,,,,,35.210,,,,3.255,5.337,,,,,5.798,,0.128,,,6.567,0.288,31.630,,,,,,,,0.167,,,,,,2.627,,,3.242,,,,,,,1.343,0.359,,,10.362,,,1.724,3.606,1.632
1276,0.403,,,,,,,0.915,,,,0.557,,,,,,,,,,,,,,0.452,4.302,,,,,0.390,,,,,1.387,3.425,,,,,1.945,,0.268,,,,0.444,,,,,,,,7.370,7.643,,,,,0.539,,,,1.139,,,,,,,0.191,0.633,,,4.180,2.533,,1.357,2.646,1.384,,321.1,316.0,,1276,0.181,,,,,,,2.655,,,,1.616,,,,,,,,,,,,,,0.594,66.892,,,,,,,,,,4.025,4.931,,,,,5.644,,0.120,,,,0.199,,,,,,,,0.342,0.198,,,,,18.776,,,,3.306,,,,,,,0.798,0.284,,,12.132,43.767,,1.786,3.483,1.822
1277,0.541,,,,,,,,,3.534,,0.545,0.673,,,,,,,,,,,,,0.452,3.888,,,,,0.550,,,,,1.237,4.151,,,,,2.367,,0.320,,,,0.794,7.658,,,,,,,,5.617,,,,,,2.000,,,1.021,,,,,,,0.238,0.808,,,4.000,2.310,,1.258,2.540,1.883,,321.1,316.0,,1277,0.242,,,,,,,,,10.257,,1.583,0.234,,,,,,,,,,,,,0.594,60.453,,,,,,,,,,3.591,5.976,,,,,6.871,,0.143,,,,0.356,22.226,,,,,,,,0.146,,,,,,2.633,,,2.965,,,,,,,0.993,0.362,,,11.610,39.903,,1.656,3.344,2.479
1278,0.429,,,,,,,0.813,,4.748,,0.540,0.733,,,,,,,,,,,,,0.448,3.512,,,,,0.600,7.582,,,,0.969,4.268,2.407,,,,2.177,,0.259,,,,0.596,,,,,,,,,5.266,,,,,,,,,1.112,,,,,,,0.191,0.567,,,4.970,,,1.235,2.935,1.584,,321.1,316.0,,1278,0.192,,,,,,,2.358,,13.780,,1.567,0.255,,,,,,,,,,,,,0.590,54.609,,,,,,22.006,,,,2.813,6.145,,,,,6.319,,0.116,,,,0.267,,,,,,,,,0.136,,,,,,,,,3.229,,,,,,,0.798,0.254,,,14.425,,,1.626,3.864,2.085
1279,0.369,,,,,,,0.780,,5.030,,0.622,0.712,,,,,,,,,,,,,0.454,2.323,,,,,0.330,,,,,1.153,,,,,,2.437,,0.242,,,0.690,0.421,10.089,,,,,1.474,,6.000,7.325,,,,,0.610,,,0.877,,,,,,,,0.346,0.521,,,4.880,2.395,,1.319,2.885,1.353,,319.7,314.6,,1279,0.165,,,,,,,2.255,,14.534,,1.798,0.247,,,,,,,,,,,,,0.595,35.964,,,,,,,,,,3.333,,,,,,7.043,,0.108,,,10.852,0.188,29.151,,,,,4.259,,0.277,0.189,,,,,21.161,,,13.795,,,,,,,,1.437,0.232,,,14.101,41.195,,1.729,3.781,1.773
1280,0.403,,,,,,,0.891,,,0.459,0.517,0.619,,,1.122,,,1.674,,,,,,,0.419,3.194,,,,,0.760,12.131,,,,1.153,3.447,3.653,,,,2.641,,0.225,,,1.233,0.491,,,,,,,,,6.290,,,,,,,,,1.026,,,,,,,0.374,0.635,,,4.030,3.185,,1.415,3.427,1.469,,319.7,314.6,,1280,0.180,,,,,,,2.575,,,0.017,1.495,0.214,,,17.365,,,25.919,,,,,,,0.549,49.440,,,,,,35.054,,,,3.332,4.941,,,,,7.632,,0.100,,,19.396,0.219,,,,,,,,,0.162,,,,,,,,,2.965,,,,,,,1.555,0.283,,,11.645,54.775,,1.855,4.492,1.925
1281,0.369,,,,,,,0.796,0.979,3.561,,0.598,0.619,,,,,,,,,,,,,0.465,2.922,,20.000,,,0.640,,,,,0.755,,2.074,,,,2.532,,0.225,,,,0.479,,2.262,,,,,,,6.689,,,,,,1.871,,,1.199,,,,,,,0.174,0.609,,,4.330,2.886,,1.380,2.492,1.190,,319.7,314.6,,1281,0.165,,,,,,,2.299,2.829,10.289,,1.728,0.214,,,,,,,,,,,,,0.610,45.228,,57.790,,,,,,,,2.182,,,,,,7.315,,0.100,,,,0.214,,6.536,,,,,,,0.173,,,,,,2.452,,,3.464,,,,,,,0.722,0.272,,,12.512,49.641,,1.808,3.266,1.560
1282,0.393,,,,,,,0.792,1.743,4.748,0.489,0.495,,,,1.496,,,2.232,,,,,,,0.511,2.556,,,,,0.810,,,,,0.960,4.116,2.027,,,,2.236,,0.276,,,0.530,0.607,11.806,,,,,,,,7.258,,,,,,2.500,,,1.167,,,,,,,0.253,0.767,,,3.630,,2.000,1.341,2.989,1.678,,319.7,314.6,,1282,0.175,,,,,,,2.288,5.037,13.719,0.018,1.430,,,,23.154,,,34.558,,,,,,,0.670,39.559,,,,,,,,,,2.773,5.900,,,,,6.460,,0.123,,,8.336,0.271,34.113,,,,,,,,0.187,,,,,,3.277,,,3.372,,,,,,,1.052,0.342,,,10.489,,2.621,1.757,3.917,2.199
1283,0.506,,,,3.746,,,0.777,,,0.594,0.489,0.652,,,,,,,,,,,,,0.428,2.540,,,,,0.660,,,,,0.937,2.898,,,,,2.367,,0.259,,,0.560,0.572,,3.110,,,,,,,6.371,,,,,0.763,,,,1.204,,,,,,,0.303,0.770,,,3.540,,,1.325,3.067,1.497,,319.7,314.6,,1283,0.226,,,,4.910,,,2.244,,,0.022,1.414,0.226,,,,,,,,,,,,,0.561,39.324,,,,,,,,,,2.708,4.154,,,,,6.838,,0.116,,,8.808,0.255,,8.987,,,,,,,0.164,,,,,26.451,,,,3.480,,,,,,,1.257,0.344,,,10.229,,,1.737,4.019,1.961
1284,0.498,,,,4.731,,,0.824,,3.265,,0.484,0.803,,,1.496,,,2.232,,,,,,,0.383,4.043,,,,,0.570,7.077,,,,0.892,3.366,2.341,,,,2.031,,0.259,,,0.780,0.724,10.898,2.172,,,1.575,,,,6.021,,,,,0.763,1.732,,,0.949,,,,,,,0.260,0.763,,,3.510,2.561,,1.456,3.064,1.394,,319.7,314.6,,1284,0.222,,,,6.200,,,2.382,,9.433,,1.397,0.278,,,23.154,,,34.558,,,,,,,0.502,62.589,,,,,,20.448,,,,2.577,4.825,,,,,5.870,,0.116,,,12.268,0.323,31.489,6.275,,,4.551,,,,0.155,,,,,26.451,2.270,,,2.741,,,,,,,1.079,0.341,,,10.142,44.045,,1.908,4.015,1.827
1285,0.352,,,,,,,0.764,,2.766,0.609,0.439,0.678,,,,,,,,,,,,,0.446,2.722,,,,,0.830,5.813,,,,0.919,3.490,2.547,,,,2.202,,0.216,,,,0.456,6.357,,,,1.934,,,5.000,6.160,,,,11.489,0.763,,,,0.976,9.374,,,,,,,0.523,,,3.510,2.507,,1.386,2.748,1.305,,319.7,314.6,,1285,0.157,,,,,,,2.208,,7.993,0.023,1.267,0.235,,,,,,,,,,,,,0.584,42.137,,,,,,16.797,,,,2.657,5.003,,,,,6.364,,0.096,,,,0.203,18.369,,,,5.588,,,0.231,0.159,,,,33.198,26.451,,,,2.819,27.086,,,,,,,0.233,,,10.142,43.124,,1.816,3.602,1.710
1286,0.438,,,,,,,0.776,,,,0.484,0.707,,,,,,,,,,,,,0.438,2.178,,17.400,,3.007,0.500,5.533,,,,1.017,3.350,2.567,,,,2.489,,0.268,,,0.579,0.514,8.531,2.262,,,,1.033,,4.387,6.335,,,,,0.763,,,,0.833,7.968,,,,,,0.326,0.652,,,3.810,2.604,,1.298,2.405,1.370,,319.7,314.6,,1286,0.195,,,,,,,2.243,,,,1.397,0.245,,,,,,,,,,,,,0.574,33.709,,50.277,,46.551,,15.989,,,,2.939,4.801,,,,,7.193,,0.120,,,9.103,0.229,24.650,6.536,,,,2.985,,0.203,0.163,,,,,26.451,,,,2.407,23.023,,,,,,1.354,0.291,,,11.009,44.795,,1.701,3.152,1.795
1287,0.369,,,,,,,0.867,,3.056,0.162,0.500,0.618,,,1.571,,,2.344,,,,,,,0.421,2.687,,,,,0.621,4.044,,,,0.825,3.241,,1.013,,,2.131,,0.242,,,0.420,0.479,8.173,,,,,,,,5.152,,,,,0.895,,,,0.993,,,,,,,0.178,0.511,,,3.910,2.598,,1.342,2.796,1.473,,319.7,314.6,,1287,0.165,,,,,,,2.506,,8.830,0.006,1.446,0.214,,,24.312,,,36.286,,,,,,,0.552,41.602,,,,,,11.685,,,,2.384,4.645,,0.351,,,6.159,,0.108,,,6.606,0.214,23.617,,,,,,,,0.133,,,,,31.036,,,,2.868,,,,,,,0.741,0.228,,,11.298,44.690,,1.759,3.665,1.931
1288,0.232,,,,,,,0.764,,3.143,0.382,0.495,0.555,,,,,,,,,,,,,0.376,2.511,,,,,0.586,5.813,,,,1.023,3.608,3.209,,,,2.392,,0.173,,,0.580,0.257,,2.262,,,,,,,4.469,,,,13.000,,2.000,,,0.944,,,,,,,0.242,0.323,,,3.940,2.852,,1.288,2.495,1.489,,319.7,314.6,,1288,0.103,,,,,,,2.207,,9.083,0.014,1.430,0.192,,,,,,,,,,,,,0.493,38.874,,,,,,16.797,,,,2.956,5.172,,,,,6.913,,0.077,,,9.122,0.115,,6.536,,,,,,,0.115,,,,37.563,,2.621,,,2.726,,,,,,,1.004,0.144,,,11.385,49.052,,1.688,3.270,1.951
1289,0.266,,,,,,,0.987,1.064,2.974,,0.577,0.605,,,,,,,,,,,,,0.360,2.535,,,,,0.530,,,,,1.012,3.723,,,,,2.319,,0.190,,,1.030,0.304,9.081,1.810,,,,,,,4.958,,,,,,2.402,,,0.953,,,,,,,0.260,0.363,,,4.030,2.851,1.400,1.263,2.967,1.422,,319.7,314.6,,1289,0.119,,,,,,,2.853,3.075,8.594,,1.668,0.209,,,,,,,,,,,,,0.472,39.235,,,,,,,,,,2.925,5.337,,,,,6.700,,0.085,,,16.193,0.136,26.241,5.229,,,,,,,0.128,,,,,,3.148,,,2.754,,,,,,,1.080,0.162,,,11.645,49.046,1.835,1.655,3.888,1.864
1290,0.369,,,,,,,0.821,1.862,3.009,,0.495,0.718,,,,,,,,,,,,,0.412,2.024,,,,,0.680,6.773,,9.278,,1.003,4.190,2.005,,,,2.526,,0.242,,,0.965,0.467,9.439,,,,,,,,5.987,,,,,,2.500,,,0.830,,,,,,,0.310,0.557,,,4.270,1.400,,1.272,3.018,1.543,,319.7,314.6,,1290,0.165,,,,,,,2.371,5.381,8.695,,1.430,0.248,,,,,,,,,,,,,0.540,31.329,,,,,,19.570,,145.915,,2.898,6.006,,,,,7.299,,0.108,,,15.176,0.209,27.274,,,,,,,,0.154,,,,,,3.277,,,2.397,,,,,,,1.288,0.249,,,12.338,24.083,,1.668,3.955,2.022
1291,0.463,,,,,,,0.852,1.015,3.225,0.910,0.577,0.667,,,,,,,,,,,,,0.392,6.867,,,,,0.560,7.279,,9.278,,1.098,4.065,,,,,2.483,,0.285,,,0.840,0.631,10.898,1.697,,,,,,,6.898,,,,,,1.500,,,0.777,,,,,,,0.264,0.743,,,4.000,2.269,1.500,1.397,2.772,1.299,,319.7,314.6,,1291,0.207,,,,,,,2.461,2.933,9.319,0.034,1.668,0.231,,,,,,,,,,,,,0.513,106.302,,,,,,21.032,,145.915,,3.174,5.827,,,,,7.176,,0.127,,,13.218,0.282,31.489,4.902,,,,,,,0.178,,,,,,1.966,,,2.246,,,,,,,1.096,0.332,,,11.558,39.032,1.966,1.832,3.633,1.702
1292,0.446,,,,,,,0.846,1.117,,0.688,0.593,0.618,,,1.496,,,2.232,,,,,,,0.418,2.897,,,,,0.550,6.571,,9.278,,0.659,4.405,,,,,1.967,,0.251,,,0.891,0.631,16.347,1.697,,,,,,,5.777,,,,,,,,,1.013,,,,,,,0.343,0.655,,,3.480,1.962,1.500,1.344,2.769,1.471,,319.7,314.6,,1292,0.199,,,,,,,2.443,3.229,,0.026,1.713,0.214,,,23.154,,,34.558,,,,,,,0.547,44.838,,,,,,18.987,,145.915,,1.904,6.314,,,,,5.685,,0.112,,,14.007,0.282,47.233,4.902,,,,,,,0.149,,,,,,,,,2.928,,,,,,,1.426,0.292,,,10.055,33.742,1.966,1.762,3.629,1.928
1293,0.446,,,,,,,0.800,1.596,3.814,0.455,0.500,0.639,,,1.012,,,1.511,,,,,,,0.404,2.956,,,,,0.590,,,9.278,,0.520,4.410,,,,,2.042,,0.277,,,0.924,0.456,,2.635,,,,,,,6.740,,,,,,,,,0.777,,,,,,,0.225,0.690,,,3.780,2.188,1.500,1.310,2.862,1.324,,319.7,314.6,,1293,0.199,,,,,,,2.310,4.613,11.021,0.017,1.446,0.221,,,15.668,,,23.385,,,,,,,0.530,45.752,,,,,,,,145.915,,1.501,6.322,,,,,5.900,,0.123,,,14.538,0.203,,7.615,,,,,,,0.174,,,,,,,,,2.245,,,,,,,0.933,0.308,,,10.922,37.634,1.966,1.716,3.751,1.735
1294,0.541,,,,4.168,,,0.864,,,,0.551,0.593,,,1.242,,,1.853,,,,,,,0.427,3.007,,,,,0.700,,,9.278,,0.967,3.846,,,,,2.274,,0.259,,,0.822,0.701,,,,,,,,,7.325,,,,,,,,,0.985,,,,,,,0.400,0.960,,,3.390,,1.500,1.371,2.897,1.502,,319.7,314.6,,1294,0.241,,,,5.463,,,2.496,,,,1.593,0.205,,,19.220,,,28.686,,,,,,,0.559,46.553,,,,,,,,145.915,,2.794,5.513,,,,,6.569,,0.116,,,12.931,0.313,,,,,,,,,0.189,,,,,,,,,2.846,,,,,,,1.664,0.428,,,9.795,,1.966,1.797,3.796,1.968
1295,0.606,,,,,,,0.878,1.596,,0.513,0.574,0.468,,,1.350,,,2.014,,,,,,,0.419,2.721,,,,,0.720,10.857,,9.278,,1.435,,2.365,,,,2.054,,0.320,,,0.810,1.075,,,,,,,,8.000,13.982,,,,,1.017,2.250,,,1.123,,,,,,,0.229,1.010,,,2.320,,1.500,1.341,2.773,1.663,,319.7,314.6,,1295,0.270,,,,,,,2.536,4.613,,0.019,1.657,0.162,,,20.891,,,31.180,,,,,,,0.549,42.124,,,,,,31.371,,145.915,,4.145,,,,,,5.936,,0.143,,,12.739,0.480,,,,,,,,0.370,0.361,,,,,35.269,2.949,,,3.245,,,,,,,0.950,0.451,,,6.704,,1.966,1.758,3.635,2.180
1296,0.669,,,,,,,0.814,,5.193,0.575,0.489,0.511,,,1.687,,,2.518,,,,,,,0.430,2.391,,,,,0.730,9.823,,9.278,,1.299,3.241,1.522,,,,2.202,,0.260,8.234,,0.757,0.876,10.193,2.262,,,,,,,10.367,,,,,1.017,3.330,,,0.976,17.263,,,,,,,0.981,,,3.110,1.799,,1.305,2.901,1.383,,319.7,314.6,,1296,0.299,,,,,,,2.352,,15.005,0.021,1.414,0.177,,,26.113,,,38.975,,,,,,,0.564,37.015,,,,,,28.383,,145.915,,3.752,4.646,,,,,6.361,,0.116,2.851,,11.912,0.391,29.451,6.536,,,,,,,0.267,,,,,35.269,4.364,,,2.819,49.881,,,,,,,0.438,,,8.986,30.944,,1.710,3.803,1.813
1297,0.412,,,,,,,0.843,,4.608,0.458,0.590,0.678,,,1.795,,,2.679,,,,,,,0.436,2.413,,,,,0.730,6.204,,9.278,,1.458,3.999,,,,,2.248,,0.195,,,0.784,0.631,12.908,2.545,,,,,,,7.786,,,,,,2.500,,,0.913,,,,,,,0.451,0.606,,,2.990,,,1.299,2.834,1.137,,319.7,314.6,,1297,0.184,,,,,,,2.437,,13.314,0.017,1.705,0.235,,,27.785,,,41.470,,,,,,,0.571,37.354,,,,,,17.926,,145.915,,4.212,5.732,,,,,6.496,,0.087,,,12.328,0.282,37.297,7.353,,,,,,,0.201,,,,,,3.277,,,2.637,,,,,,,1.876,0.270,,,8.640,,,1.702,3.714,1.490
