
="Flandre et autres états de l'Empereur # Plantation foodstuff",="47.78***",="12.82",="46.99***",="12.37",="23.51",="14.03"
="",="(4.87)",="(0.95)",="(4.88)",="(0.90)",="(1.34)",="(0.71)"

="Flandre et autres états de l'Empereur # Raw mat fuel oils",="56.94***",="57.13***",="56.20***",="56.06***",="30.85",="54.97***"
="",="(7.04)",="(7.04)",="(6.98)",="(6.93)",="(1.87)",="(3.36)"

="Flandre et autres états de l'Empereur # Textile manuf",="65.30***",="64.82***",="64.33***",="63.48***",="40.14*",="63.45***"
="",="(7.66)",="(7.56)",="(7.58)",="(7.43)",="(2.40)",="(3.85)"

="Flandre et autres états de l'Empereur # Various manuf",="61.30***",="62.23***",="60.76***",="61.61***",="36.05*",="60.98***"
="",="(7.48)",="(7.54)",="(7.42)",="(7.47)",="(2.20)",="(3.78)"

="Hollande # European foodstuff and beverage",="24.47***",="25.52***",="24.35***",="25.59***",="-0.663",="24.80"
="",="(4.43)",="(4.65)",="(4.42)",="(4.68)",="(-0.04)",="(1.59)"

="Hollande # Other",="12.94",="13.63*",="12.17",="13.06",="-12.85",="12.01"
="",="(1.86)",="(1.97)",="(1.75)",="(1.89)",="(-0.81)",="(0.77)"

="Hollande # Plantation foodstuff",="10.12",="-23.63",="9.548",="-23.44",="-14.35",="-22.37"
="",="(1.28)",="(-1.91)",="(1.24)",="(-1.87)",="(-0.87)",="(-1.19)"

="Hollande # Raw mat fuel oils",="17.70**",="19.27**",="17.12**",="18.83**",="-8.672",="17.15"
="",="(2.82)",="(3.13)",="(2.72)",="(3.06)",="(-0.55)",="(1.11)"

="Hollande # Textile manuf",="24.26***",="25.16***",="23.46***",="24.46***",="-1.171",="23.83"
="",="(3.46)",="(3.58)",="(3.36)",="(3.51)",="(-0.07)",="(1.52)"

="Hollande # Various manuf",="22.35***",="24.66***",="21.97***",="24.67***",="-3.179",="23.44"
="",="(3.52)",="(3.90)",="(3.44)",="(3.90)",="(-0.21)",="(1.54)"

="Italie # European foodstuff and beverage",="27.97***",="27.87***",="27.78***",="27.82***",="3.338",="27.07"
="",="(5.13)",="(5.07)",="(5.11)",="(5.04)",="(0.21)",="(1.74)"

="Italie # Other",="16.08*",="15.63*",="15.34*",="15.02*",="-9.125",="13.99"
="",="(2.33)",="(2.26)",="(2.22)",="(2.16)",="(-0.57)",="(0.89)"

="Italie # Plantation foodstuff",="10.54",="-24.53*",="10.02",="-24.25",="-13.32",="-23.18"
="",="(1.27)",="(-2.00)",="(1.22)",="(-1.90)",="(-0.79)",="(-1.22)"

="Italie # Raw mat fuel oils",="22.56***",="22.99***",="21.86***",="22.37***",="-3.366",="20.72"
="",="(3.81)",="(3.86)",="(3.70)",="(3.74)",="(-0.22)",="(1.35)"

="Italie # Textile manuf",="27.59***",="27.34***",="26.65***",="26.45***",="2.572",="25.84"
="",="(4.00)",="(3.93)",="(3.87)",="(3.80)",="(0.16)",="(1.65)"

="Italie # Various manuf",="25.08***",="26.25***",="24.73***",="26.24***",="0.147",="25.03"
="",="(4.00)",="(4.16)",="(3.93)",="(4.12)",="(0.01)",="(1.64)"

="Levant et Barbarie # European foodstuff and beverage",="51.12***",="50.57***",="50.97***",="50.63***",="26.32",="49.76**"
="",="(8.68)",="(8.51)",="(8.65)",="(8.47)",="(1.64)",="(3.16)"

="Levant et Barbarie # Other",="38.82***",="37.92***",="38.12***",="37.42***",="13.46",="36.28*"
="",="(5.31)",="(5.17)",="(5.21)",="(5.08)",="(0.84)",="(2.29)"

="Levant et Barbarie # Plantation foodstuff",="34.66***",="-0.0915",="34.17***",="0.314",="10.64",="1.291"
="",="(4.06)",="(-0.01)",="(4.03)",="(0.02)",="(0.63)",="(0.07)"

="Levant et Barbarie # Raw mat fuel oils",="46.04***",="46.02***",="45.38***",="45.51***",="19.96",="43.74**"
="",="(7.20)",="(7.16)",="(7.09)",="(7.05)",="(1.27)",="(2.81)"

