
="sugar=1 # Suisse",="",="",="0"
="",="",="",="(.)"

="sugar=1 # États-Unis d'Amérique",="",="",="0"
="",="",="",="(.)"

="sugar=0 # year_class3",="",="",="0"
="",="",="",="(.)"

="sugar=1 # year_class3",="",="",="-0.00598"
="",="",="",="(-0.23)"

="Constant",="-133.7***",="-196.9***",="-196.6***"
="",="(-4.09)",="(-6.20)",="(-6.18)"

="Observations",="3899",="3899",="3899"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
