
="",="(15.19)",="(50.41)",="(21.75)"

="États-Unis d'Amérique # year",="0.203***",="0.214***",="0.206***"
="",="(266.30)",="(277.11)",="(268.93)"

="Coffee # year",="0.0975***",="0.115***",="0.116***"
="",="(610.85)",="(729.57)",="(707.38)"

="Eau de vie # year",="-0.0183***",="-0.0197***",="-0.0186***"
="",="(-141.34)",="(-161.34)",="(-146.99)"

="Sugar # year",="0.0669***",="0.0788***",="0.0670***"
="",="(566.81)",="(693.03)",="(579.67)"

="Wine # year",="0.00315***",="0.00101***",="0.00262***"
="",="(23.64)",="(8.02)",="(20.08)"

="Other # year",="0",="0",="0"
="",="(.)",="(.)",="(.)"

="0",="0",="0",="0"
="",="(.)",="(.)",="(.)"

="Land_war adversary Coffee",="1.773***",="1.801***",="1.703***"
="",="(68.08)",="(73.20)",="(66.56)"

="Land_war adversary Eau de vie",="0.234***",="0.495***",="0.283***"
="",="(8.99)",="(20.21)",="(11.10)"

="Land_war adversary Sugar",="2.196***",="1.681***",="2.244***"
="",="(82.56)",="(66.89)",="(86.07)"

="Land_war adversary Wine",="-0.365***",="-0.132***",="-0.322***"
="",="(-14.44)",="(-5.56)",="(-13.00)"

="Land_war adversary Other",="1.184***",="1.483***",="1.241***"
="",="(43.71)",="(58.09)",="(46.76)"

="Land_war allied Coffee",="0.180***",="0.369***",="0.423***"
="",="(18.88)",="(41.01)",="(45.12)"

="Land_war allied Eau de vie",="0.362***",="0.399***",="0.377***"
="",="(31.21)",="(36.46)",="(33.12)"

="Land_war allied Sugar",="0.190***",="0.538***",="0.157***"
="",="(24.97)",="(74.48)",="(21.09)"

="Land_war allied Wine",="0.350***",="0.350***",="0.357***"
="",="(27.65)",="(29.34)",="(28.76)"

="Land_war allied Other",="0.587***",="0.525***",="0.574***"
="",="(72.52)",="(68.80)",="(72.39)"

="Land_war neutral Coffee",="1.158***",="1.192***",="1.028***"
="",="(60.94)",="(66.18)",="(54.88)"

="Land_war neutral Eau de vie",="-0.982***",="-0.535***",="-0.879***"
="",="(-51.46)",="(-29.69)",="(-46.98)"

="Land_war neutral Sugar",="0.838***",="0.168***",="0.934***"
="",="(43.49)",="(9.21)",="(49.45)"

="Land_war neutral Wine",="-0.942***",="-0.522***",="-0.847***"
="",="(-50.52)",="(-29.67)",="(-46.29)"

="Land_war neutral Other",="-0.803***",="-0.333***",="-0.695***"
="",="(-42.56)",="(-18.70)",="(-37.58)"

="Mercantilist_war adversary Coffee",="-2.128***",="-2.317***",="-2.357***"
="",="(-89.90)",="(-103.46)",="(-101.19)"

="Mercantilist_war adversary Eau de vie",="-3.908***",="-3.822***",="-3.895***"
="",="(-227.91)",="(-236.64)",="(-231.90)"

="Mercantilist_war adversary Sugar",="-2.227***",="-2.925***",="-2.207***"
="",="(-102.59)",="(-142.20)",="(-103.78)"

="Mercantilist_war adversary Wine",="-2.819***",="-2.740***",="-2.807***"
="",="(-164.33)",="(-169.56)",="(-167.07)"

="Mercantilist_war adversary Other",="-2.357***",="-2.266***",="-2.345***"
="",="(-134.79)",="(-137.53)",="(-136.86)"

="Mercantilist_war allied Coffee",="-0.402***",="-0.552***",="-0.549***"
="",="(-68.89)",="(-99.61)",="(-95.30)"

="Mercantilist_war allied Eau de vie",="-0.280***",="-0.241***",="-0.269***"
="",="(-39.37)",="(-35.90)",="(-38.58)"

="Mercantilist_war allied Sugar",="0.679***",="0.708***",="0.662***"
="",="(124.50)",="(137.45)",="(123.86)"

="Mercantilist_war allied Wine",="-0.127***",="-0.146***",="-0.130***"
="",="(-16.32)",="(-19.98)",="(-17.04)"

="Mercantilist_war allied Other",="0.738***",="0.711***",="0.733***"
="",="(104.31)",="(106.67)",="(105.72)"

="Mercantilist_war neutral Coffee",="1.336***",="0.347***",="0.475***"
="",="(68.55)",="(18.46)",="(24.27)"

="Mercantilist_war neutral Eau de vie",="-0.226***",="-0.0742***",="-0.190***"
="",="(-11.83)",="(-4.12)",="(-10.15)"

="Mercantilist_war neutral Sugar",="-0.461***",="-2.136***",="-0.454***"
="",="(-22.99)",="(-110.42)",="(-23.12)"

="Mercantilist_war neutral Wine",="-0.152***",="-0.00348",="-0.117***"
="",="(-7.91)",="(-0.19)",="(-6.20)"

="Mercantilist_war neutral Other",="0.114***",="0.260***",="0.149***"
="",="(5.90)",="(14.25)",="(7.85)"

="R&N_war adversary Coffee",="-5.111***",="3.155***",="3.085***"
="",="(-183.04)",="(90.42)",="(84.99)"

="R&N_war adversary Eau de vie",="1.095***",="0.547***",="0.947***"
="",="(56.24)",="(29.75)",="(49.61)"

="R&N_war adversary Sugar",="-4.713***",="1.810***",="-4.960***"
="",="(-122.11)",="(43.46)",="(-131.11)"

="R&N_war adversary Wine",="0.878***",="0.356***",="0.736***"
="",="(45.15)",="(19.41)",="(38.61)"

="R&N_war adversary Other",="-0.172***",="-0.716***",="-0.316***"
="",="(-10.25)",="(-45.03)",="(-19.16)"

="R&N_war allied Coffee",="-4.469***",="3.621***",="3.545***"
="",="(-355.81)",="(134.05)",="(126.15)"

="R&N_war allied Eau de vie",="1.176***",="1.255***",="1.195***"
="",="(131.66)",="(149.17)",="(136.57)"

="R&N_war allied Sugar",="-0.204***",="1.197***",="-0.230***"
="",="(-26.92)",="(57.31)",="(-30.88)"

="R&N_war allied Wine",="0.519***",="0.641***",="0.549***"
="",="(64.47)",="(84.50)",="(69.64)"

="R&N_war allied Other",="-0.0450***",="-0.0525***",="-0.0471***"
="",="(-6.15)",="(-7.60)",="(-6.56)"

="R&N_war neutral Coffee",="-7.632***",="3.017***",="2.827***"
="",="(-147.00)",="(27.51)",="(24.79)"

="R&N_war neutral Eau de vie",="1.034***",="0.281***",="0.857***"
="",="(25.96)",="(7.42)",="(21.92)"

="R&N_war neutral Sugar",="-9.910***",="0.226**",="-10.13***"
="",="(-182.82)",="(2.77)",="(-190.45)"

="R&N_war neutral Wine",="-0.562***",="-1.285***",="-0.732***"
="",="(-14.09)",="(-33.98)",="(-18.69)"

="R&N_war neutral Other",="0.753***",="-0.0666",="0.560***"
="",="(18.93)",="(-1.76)",="(14.33)"

="coffee=0 # Allemagne",="",="8.322***",="8.449***"
="",="",="(288.46)",="(281.55)"

="coffee=0 # Angleterre",="",="7.435***",="7.117***"
="",="",="(188.56)",="(173.75)"

="coffee=0 # Espagne",="",="12.39***",="11.57***"
="",="",="(359.74)",="(323.98)"

="coffee=0 # Flandre et autres états de l'Empereur",="",="11.65***",="11.22***"
="",="",="(143.37)",="(132.97)"

="coffee=0 # Hollande",="",="10.77***",="9.929***"
="",="",="(251.07)",="(222.98)"

="coffee=0 # Italie",="",="12.55***",="11.59***"
="",="",="(317.20)",="(283.03)"

="coffee=0 # Levant et Barbarie",="",="13.38***",="12.69***"
="",="",="(150.66)",="(137.90)"

="coffee=0 # Nord",="",="12.97***",="12.03***"
="",="",="(124.34)",="(111.07)"

="coffee=0 # Outre-mers",="",="0",="0"
="",="",="(.)",="(.)"

="coffee=0 # Portugal",="",="7.745***",="7.483***"
="",="",="(35.72)",="(33.19)"

="coffee=0 # Suisse",="",="10.54***",="9.844***"
="",="",="(147.13)",="(132.83)"

="coffee=0 # États-Unis d'Amérique",="",="15.36***",="14.74***"
="",="",="(69.59)",="(64.33)"

="sugar=0 # Allemagne",="",="0.540***",=""
="",="",="(25.82)",=""

="sugar=0 # Angleterre",="",="7.342***",=""
="",="",="(178.15)",=""

="sugar=0 # Espagne",="",="8.531***",=""
="",="",="(296.46)",=""

="sugar=0 # Flandre et autres états de l'Empereur",="",="8.030***",=""
="",="",="(100.53)",=""

="sugar=0 # Hollande",="",="10.72***",=""
="",="",="(298.78)",=""

="sugar=0 # Italie",="",="10.54***",=""
="",="",="(274.06)",=""

="sugar=0 # Levant et Barbarie",="",="8.999***",=""
="",="",="(106.51)",=""

="sugar=0 # Nord",="",="13.11***",=""
="",="",="(176.47)",=""

="sugar=0 # Outre-mers",="",="1.839***",=""
="",="",="(16.13)",=""

="sugar=0 # Portugal",="",="2.060***",=""
="",="",="(6.81)",=""

="sugar=0 # Suisse",="",="8.011***",=""
="",="",="(108.33)",=""

="sugar=0 # États-Unis d'Amérique",="",="9.802***",=""
="",="",="(56.41)",=""

="coffee=0 # year_class1",="",="0",="0"
="",="",="(.)",="(.)"

="sugar=0 # year_class3",="",="0",=""
="",="",="(.)",=""

="Constant",="-231.4***",="-264.5***",="-271.1***"
="",="(-946.77)",="(-1033.90)",="(-1023.14)"

="Observations",="3846745",="3846745",="3846745"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
