
="Levant et Barbarie # Wine",="-4.320",="-1.104",="20.71",="21.97"
="",="(-0.16)",="(-0.04)",="(0.97)",="(1.04)"

="Nord # Coffee",="87.46**",="90.37**",="80.54**",="82.91**"
="",="(3.20)",="(3.27)",="(2.88)",="(3.02)"

="Nord # Eau de vie",="5.311",="7.915",="33.06",="32.88"
="",="(0.20)",="(0.29)",="(1.56)",="(1.54)"

="Nord # Other",="13.71",="16.29",="95.71**",="94.64***"
="",="(0.54)",="(0.63)",="(3.16)",="(3.31)"

="Nord # Sugar",="95.50***",="98.50***",="-18.60",="-44.99"
="",="(3.58)",="(3.64)",="(-0.53)",="(-1.23)"

="Nord # Wine",="26.05",="28.63",="48.91*",="50.24**"
="",="(1.03)",="(1.12)",="(2.51)",="(2.61)"

="Portugal # Coffee",="84.19**",="82.21**",="74.54*",="76.89**"
="",="(2.95)",="(2.88)",="(2.54)",="(2.68)"

="Portugal # Eau de vie",="-60.59",="-69.52",="-53.24",="-53.41"
="",="(-1.77)",="(-1.91)",="(-1.39)",="(-1.38)"

="Portugal # Other",="41.22",="39.55",="121.6***",="120.7***"
="",="(1.57)",="(1.51)",="(3.93)",="(4.12)"

="Portugal # Sugar",="127.2***",="124.4***",="11.93",="-16.13"
="",="(3.94)",="(4.05)",="(0.31)",="(-0.40)"

="Portugal # Wine",="-108.7*",="-125.0*",="-119.6*",="-116.9*"
="",="(-2.46)",="(-2.52)",="(-2.12)",="(-2.13)"

="Suisse # Coffee",="49.23",="51.53",="39.93",="41.87"
="",="(1.84)",="(1.90)",="(1.39)",="(1.50)"

="Suisse # Eau de vie",="-46.04",="-43.45",="-22.59",="-22.75"
="",="(-1.75)",="(-1.63)",="(-1.05)",="(-1.05)"

="Suisse # Other",="4.610",="6.738",="84.09**",="82.97**"
="",="(0.19)",="(0.27)",="(2.83)",="(2.96)"

="Suisse # Sugar",="56.88",="59.25",="-60.08",="-87.21*"
="",="(1.75)",="(1.81)",="(-1.60)",="(-2.19)"

="Suisse # Wine",="-42.94",="-40.39",="-22.08",="-20.81"
="",="(-1.66)",="(-1.54)",="(-1.08)",="(-1.03)"

="États-Unis d'Amérique # Coffee",="188.0***",="183.6***",="198.1***",="239.8***"
="",="(4.67)",="(4.56)",="(4.47)",="(5.53)"

="États-Unis d'Amérique # Eau de vie",="-16.65",="-15.57",="0",="0"
="",="(-0.53)",="(-0.49)",="(.)",="(.)"

="États-Unis d'Amérique # Other",="-72.78*",="-69.25*",="0",="0"
="",="(-2.07)",="(-2.00)",="(.)",="(.)"

="États-Unis d'Amérique # Sugar",="108.8*",="106.2*",="0",="0"
="",="(2.44)",="(2.40)",="(.)",="(.)"

="États-Unis d'Amérique # Wine",="-21.07",="-19.85",="0",="0"
="",="(-0.67)",="(-0.63)",="(.)",="(.)"

="Allemagne # Coffee # year",="0.0196",="0.0226",="0.0285*",="0.0249"
="",="(1.42)",="(1.61)",="(2.11)",="(1.81)"

="Allemagne # Eau de vie # year",="0.0281***",="0.0311***",="0.0301***",="0.0300***"
="",="(5.27)",="(5.53)",="(5.35)",="(5.65)"

="Allemagne # Other # year",="0.0142***",="0.0172***",="0.0139***",="0.0165***"
="",="(7.30)",="(7.86)",="(6.89)",="(7.81)"

="Allemagne # Sugar # year",="0.00993",="0.0128",="0.0227",="0.0163"
="",="(0.62)",="(0.80)",="(1.55)",="(1.07)"

="Allemagne # Wine # year",="0.0533***",="0.0560***",="0.0541***",="0.0551***"
="",="(14.66)",="(13.43)",="(13.97)",="(14.35)"

="Angleterre # Coffee # year",="-0.0364***",="-0.0336***",="-0.0238**",="-0.0286***"
="",="(-4.36)",="(-4.41)",="(-2.81)",="(-3.43)"

="Angleterre # Eau de vie # year",="0.0175***",="0.0241***",="0.0229***",="0.0228***"
="",="(4.47)",="(5.04)",="(3.29)",="(3.48)"

="Angleterre # Other # year",="0.0315***",="0.0397***",="0.0374***",="0.0400***"
="",="(7.60)",="(6.87)",="(6.79)",="(6.65)"

="Angleterre # Sugar # year",="-0.0392***",="-0.0366**",="-0.0241*",="-0.0322**"
="",="(-3.80)",="(-3.15)",="(-2.04)",="(-2.93)"

="Angleterre # Wine # year",="0.00663",="0.0122",="0.0101",="0.0111"
="",="(0.97)",="(1.44)",="(1.16)",="(1.26)"

="Espagne # Coffee # year",="-0.0333***",="-0.0319***",="-0.0222***",="-0.0270***"
="",="(-6.88)",="(-6.55)",="(-3.96)",="(-4.90)"

="Espagne # Eau de vie # year",="0.0382***",="0.0405***",="0.0385***",="0.0384***"
="",="(7.73)",="(7.90)",="(8.40)",="(9.08)"

="Espagne # Other # year",="-0.0000233",="0.00189",="-0.00269",="-0.000230"
="",="(-0.01)",="(0.72)",="(-1.02)",="(-0.09)"

="Espagne # Sugar # year",="-0.0436***",="-0.0423***",="-0.0304**",="-0.0381***"
="",="(-5.54)",="(-5.32)",="(-3.23)",="(-4.31)"

="Espagne # Wine # year",="0.0250***",="0.0272***",="0.0238***",="0.0248***"
="",="(5.08)",="(5.62)",="(4.58)",="(5.02)"

="Flandre et autres états de l'Empereur # Coffee # year",="-0.0126",="-0.0123",="-0.00372",="-0.00864"
="",="(-1.76)",="(-1.71)",="(-0.45)",="(-1.10)"

="Flandre et autres états de l'Empereur # Eau de vie # year",="-0.0122*",="-0.0119*",="-0.0159**",="-0.0160**"
="",="(-2.38)",="(-2.32)",="(-2.85)",="(-2.98)"

="Flandre et autres états de l'Empereur # Other # year",="-0.0239***",="-0.0240***",="-0.0293***",="-0.0272***"
="",="(-5.75)",="(-5.86)",="(-6.68)",="(-6.50)"

="Flandre et autres états de l'Empereur # Sugar # year",="-0.0140*",="-0.0138*",="-0.00255",="-0.0107"
="",="(-2.06)",="(-2.02)",="(-0.32)",="(-1.47)"

="Flandre et autres états de l'Empereur # Wine # year",="-0.0253***",="-0.0255***",="-0.0295***",="-0.0287***"
="",="(-3.91)",="(-3.89)",="(-4.36)",="(-4.28)"

="Hollande # Coffee # year",="-0.0303***",="-0.0285***",="-0.0150*",="-0.0199**"
="",="(-4.34)",="(-4.04)",="(-2.04)",="(-2.86)"

="Hollande # Eau de vie # year",="-0.00346",="-0.00111",="-0.000755",="-0.000864"
="",="(-0.54)",="(-0.17)",="(-0.12)",="(-0.14)"

="Hollande # Other # year",="0.0238***",="0.0265***",="0.0245***",="0.0271***"
="",="(7.19)",="(7.79)",="(7.64)",="(8.68)"

="Hollande # Sugar # year",="-0.0342***",="-0.0326***",="-0.0162*",="-0.0245***"
="",="(-5.69)",="(-5.37)",="(-2.45)",="(-4.15)"

="Hollande # Wine # year",="0.00254",="0.00500",="0.00517",="0.00616"
="",="(0.54)",="(1.04)",="(1.16)",="(1.41)"

="Italie # Coffee # year",="-0.0291***",="-0.0273***",="-0.0140*",="-0.0189**"
="",="(-4.73)",="(-4.45)",="(-1.98)",="(-2.82)"

="Italie # Eau de vie # year",="0.0320***",="0.0345***",="0.0359***",="0.0357***"
="",="(6.79)",="(6.98)",="(7.19)",="(7.60)"

="Italie # Other # year",="0.00380",="0.00614**",="0.00525*",="0.00778***"
="",="(1.90)",="(2.69)",="(2.43)",="(3.29)"

="Italie # Sugar # year",="-0.0402***",="-0.0386***",="-0.0230***",="-0.0311***"
="",="(-6.67)",="(-6.42)",="(-3.65)",="(-4.73)"

="Italie # Wine # year",="0.0316***",="0.0341***",="0.0343***",="0.0354***"
