
="Espagne # Other # year",="0.0405",="0.0334",="0.0266",="0.0213"
="",="(0.57)",="(0.47)",="(0.38)",="(0.30)"

="Espagne # Sugar # year",="0.433***",="0.425***",="0.371***",="0.381***"
="",="(6.12)",="(5.95)",="(5.23)",="(5.37)"

="Espagne # Wine # year",="-0.0216",="-0.0287",="-0.0337",="-0.0440"
="",="(-0.31)",="(-0.40)",="(-0.48)",="(-0.62)"

="Flandre et autres états de l'Empereur # Coffee # year",="0.0176",="0.0140",="-0.0449",="-0.0315"
="",="(0.25)",="(0.20)",="(-0.63)",="(-0.44)"

="Flandre et autres états de l'Empereur # Eau de vie # year",="-0.0369",="-0.0405",="-0.0155",="-0.0171"
="",="(-0.52)",="(-0.57)",="(-0.22)",="(-0.24)"

="Flandre et autres états de l'Empereur # Other # year",="-0.0270",="-0.0306",="-0.0490",="-0.0544"
="",="(-0.38)",="(-0.43)",="(-0.69)",="(-0.77)"

="Flandre et autres états de l'Empereur # Sugar # year",="-0.473***",="-0.477***",="-0.544***",="-0.534***"
="",="(-6.70)",="(-6.67)",="(-7.68)",="(-7.52)"

="Flandre et autres états de l'Empereur # Wine # year",="-0.439***",="-0.442***",="-0.459***",="-0.469***"
="",="(-6.20)",="(-6.19)",="(-6.48)",="(-6.61)"

="Hollande # Coffee # year",="0.409***",="0.421***",="0.390***",="0.403***"
="",="(5.78)",="(5.88)",="(5.51)",="(5.69)"

="Hollande # Eau de vie # year",="-0.0752",="-0.0630",="-0.0103",="-0.0119"
="",="(-1.06)",="(-0.88)",="(-0.15)",="(-0.17)"

="Hollande # Other # year",="-0.0573",="-0.0451",="-0.0358",="-0.0412"
="",="(-0.81)",="(-0.63)",="(-0.51)",="(-0.58)"

="Hollande # Sugar # year",="-0.0579",="-0.0457",="-0.0846",="-0.0745"
="",="(-0.82)",="(-0.64)",="(-1.20)",="(-1.05)"

="Hollande # Wine # year",="-0.0130",="-0.000778",="0.0103",="-0.00000565"
="",="(-0.18)",="(-0.01)",="(0.15)",="(-0.00)"

="Italie # Coffee # year",="0.126",="0.138",="0.108",="0.122"
="",="(1.78)",="(1.93)",="(1.53)",="(1.72)"

="Italie # Eau de vie # year",="0.0475",="0.0598",="0.114",="0.112"
="",="(0.67)",="(0.83)",="(1.61)",="(1.58)"

="Italie # Other # year",="0.0108",="0.0231",="0.0337",="0.0283"
="",="(0.15)",="(0.32)",="(0.48)",="(0.40)"

="Italie # Sugar # year",="0.265***",="0.278***",="0.240***",="0.250***"
="",="(3.74)",="(3.87)",="(3.39)",="(3.53)"

="Italie # Wine # year",="-0.0361",="-0.0238",="-0.0114",="-0.0217"
="",="(-0.51)",="(-0.33)",="(-0.16)",="(-0.31)"

="Levant et Barbarie # Coffee # year",="-0.132",="-0.126",="-0.152*",="-0.138"
="",="(-1.86)",="(-1.75)",="(-2.14)",="(-1.95)"

="Levant et Barbarie # Eau de vie # year",="0.0323",="0.0385",="0.0964",="0.0948"
="",="(0.46)",="(0.54)",="(1.36)",="(1.34)"

="Levant et Barbarie # Other # year",="0.0428",="0.0490",="0.0635",="0.0581"
="",="(0.60)",="(0.68)",="(0.90)",="(0.82)"

="Levant et Barbarie # Sugar # year",="0.304***",="0.310***",="0.277***",="0.287***"
="",="(4.29)",="(4.33)",="(3.91)",="(4.04)"

="Levant et Barbarie # Wine # year",="-0.0190",="-0.0128",="0.00353",="-0.00680"
="",="(-0.27)",="(-0.18)",="(0.05)",="(-0.10)"

="Nord # Coffee # year",="0.527***",="0.544***",="0.516***",="0.529***"
="",="(7.46)",="(7.62)",="(7.29)",="(7.46)"

="Nord # Eau de vie # year",="0.112",="0.128",="0.184**",="0.183*"
="",="(1.58)",="(1.80)",="(2.60)",="(2.57)"

="Nord # Other # year",="-0.000183",="0.0162",="0.0288",="0.0234"
="",="(-0.00)",="(0.23)",="(0.41)",="(0.33)"

="Nord # Sugar # year",="0.124",="0.141*",="0.105",="0.115"
="",="(1.76)",="(1.97)",="(1.49)",="(1.62)"

="Nord # Wine # year",="0.0254",="0.0417",="0.0562",="0.0459"
="",="(0.36)",="(0.58)",="(0.79)",="(0.65)"

="Portugal # Coffee # year",="0.323***",="0.303***",="0.269***",="0.282***"
="",="(4.57)",="(4.24)",="(3.79)",="(3.97)"

="Portugal # Eau de vie # year",="0.0400",="0.0197",="0.0691",="0.0674"
="",="(0.57)",="(0.28)",="(0.98)",="(0.95)"

="Portugal # Other # year",="-0.0656",="-0.0859",="-0.0800",="-0.0853"
="",="(-0.93)",="(-1.20)",="(-1.13)",="(-1.20)"

="Portugal # Sugar # year",="0.275***",="0.255***",="0.213**",="0.223**"
="",="(3.89)",="(3.56)",="(3.00)",="(3.14)"

="Portugal # Wine # year",="-0.122",="-0.143*",="-0.135",="-0.145*"
="",="(-1.73)",="(-2.00)",="(-1.91)",="(-2.05)"

="Suisse # Coffee # year",="0.236***",="0.241***",="0.216**",="0.229**"
="",="(3.33)",="(3.37)",="(3.05)",="(3.23)"

="Suisse # Eau de vie # year",="0.263***",="0.268***",="0.327***",="0.325***"
="",="(3.71)",="(3.74)",="(4.61)",="(4.58)"

="Suisse # Other # year",="0.0126",="0.0180",="0.0332",="0.0279"
="",="(0.18)",="(0.25)",="(0.47)",="(0.39)"

