
="",="(0.39)",="(0.52)",="(0.51)",="(0.65)",="(-0.40)",="(-0.31)"

="Textile manuf # year",="-0.00719**",="-0.00716**",="-0.00695**",="-0.00692**",="-0.000337",="-0.000294"
="",="(-3.25)",="(-3.20)",="(-3.25)",="(-3.19)",="(-0.17)",="(-0.14)"

="Various manuf # year",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="war=1 # North # European foodstuff and beverage",="0.0805",="0.0822",="",="",="",=""
="",="(0.66)",="(0.68)",="",="",="",=""

="war=1 # North # Other",="0.00849",="0.0119",="",="",="",=""
="",="(0.04)",="(0.05)",="",="",="",=""

="war=1 # North # Plantation foodstuff",="-0.229",="-0.142",="",="",="",=""
="",="(-1.05)",="(-0.72)",="",="",="",=""

="war=1 # North # Raw mat fuel oils",="0.331*",="0.335*",="",="",="",=""
="",="(2.24)",="(2.26)",="",="",="",=""

="war=1 # North # Textile manuf",="0.251",="0.255",="",="",="",=""
="",="(1.50)",="(1.52)",="",="",="",=""

="war=1 # North # Various manuf",="0.267",="0.270",="",="",="",=""
="",="(1.28)",="(1.29)",="",="",="",=""

="war=1 # South # European foodstuff and beverage",="0.0491",="0.0476",="",="",="",=""
="",="(0.30)",="(0.30)",="",="",="",=""

="war=1 # South # Other",="0.135",="0.133",="",="",="",=""
="",="(1.47)",="(1.44)",="",="",="",=""

="war=1 # South # Plantation foodstuff",="-0.349",="-0.174",="",="",="",=""
="",="(-1.39)",="(-0.68)",="",="",="",=""

="war=1 # South # Raw mat fuel oils",="-0.312",="-0.320",="",="",="",=""
="",="(-1.48)",="(-1.51)",="",="",="",=""

="war=1 # South # Textile manuf",="0.0147",="0.0132",="",="",="",=""
="",="(0.16)",="(0.14)",="",="",="",=""

="war=1 # South # Various manuf",="-0.184*",="-0.187*",="",="",="",=""
="",="(-2.02)",="(-2.05)",="",="",="",=""

="Angleterre # break=1",="",="123.3**",="",="108.2**",="",="91.00*"
="",="",="(2.98)",="",="(2.61)",="",="(2.51)"

="Espagne # break=1",="",="125.1**",="",="109.9**",="",="92.89*"
="",="",="(3.02)",="",="(2.66)",="",="(2.56)"

="Flandre et autres états de l'Empereur # break=1",="",="122.4**",="",="107.2**",="",="90.09*"
="",="",="(2.96)",="",="(2.59)",="",="(2.48)"

="Hollande # break=1",="",="122.8**",="",="107.7**",="",="90.61*"
="",="",="(2.97)",="",="(2.60)",="",="(2.50)"

="Italie # break=1",="",="123.2**",="",="108.1**",="",="90.95*"
="",="",="(2.97)",="",="(2.61)",="",="(2.50)"

="Levant et Barbarie # break=1",="",="123.6**",="",="108.5**",="",="91.40*"
="",="",="(2.99)",="",="(2.62)",="",="(2.52)"

="Nord # break=1",="",="122.6**",="",="107.4**",="",="90.38*"
="",="",="(2.97)",="",="(2.60)",="",="(2.49)"

="Portugal # break=1",="",="126.2**",="",="111.1**",="",="93.99**"
="",="",="(3.05)",="",="(2.69)",="",="(2.59)"

="Suisse # break=1",="",="126.7**",="",="111.5**",="",="94.38**"
="",="",="(3.07)",="",="(2.70)",="",="(2.60)"

="break=1 # year",="",="-0.0704**",="",="-0.0621**",="",="-0.0526**"
="",="",="(-3.08)",="",="(-2.71)",="",="(-2.62)"

="war=1 # North",="",="",="0.0923",="0.113",="",=""
="",="",="",="(1.19)",="(1.52)",="",=""

="war=1 # South",="",="",="-0.0646",="-0.0466",="",=""
="",="",="",="(-1.11)",="(-0.79)",="",=""

="Allemagne # European foodstuff and beverage",="",="",="",="",="0",="0"
="",="",="",="",="",="(.)",="(.)"

="Allemagne # Other",="",="",="",="",="12.21**",="12.01**"
="",="",="",="",="",="(2.82)",="(2.76)"

="Allemagne # Plantation foodstuff",="",="",="",="",="26.11***",="-9.605"
="",="",="",="",="",="(5.12)",="(-1.57)"

="Allemagne # Raw mat fuel oils",="",="",="",="",="12.84*",="12.27*"
="",="",="",="",="",="(2.43)",="(2.31)"

="Allemagne # Textile manuf",="",="",="",="",="12.59***",="12.42**"
="",="",="",="",="",="(3.33)",="(3.24)"

="Allemagne # Various manuf",="",="",="",="",="11.67**",="11.58**"
="",="",="",="",="",="(2.95)",="(2.91)"

="Outre-mers # European foodstuff and beverage",="",="",="",="",="9.833*",="9.580*"
="",="",="",="",="",="(2.11)",="(2.06)"

="Outre-mers # Other",="",="",="",="",="21.77***",="21.32**"
="",="",="",="",="",="(3.31)",="(3.23)"

="Outre-mers # Plantation foodstuff",="",="",="",="",="34.53***",="-0.731"
="",="",="",="",="",="(4.88)",="(-0.09)"

="Outre-mers # Raw mat fuel oils",="",="",="",="",="20.71**",="19.90**"
="",="",="",="",="",="(2.95)",="(2.83)"

