
="",="(.)",="(12.37)",="(12.11)"

="Eau de vie # year",="-0.0218***",="0.0583***",="0.0582***"
="",="(-3.93)",="(12.74)",="(12.36)"

="Sugar # year",="-0.0111",="0.0327***",="0.0684***"
="",="(-1.85)",="(4.88)",="(13.09)"

="Wine # year",="-0.0763***",="0.00365",="0.00336"
="",="(-15.00)",="(0.91)",="(0.82)"

="Other # year",="-0.0795***",="0",="0"
="",="(-15.75)",="(.)",="(.)"

="0",="0",="0",="0"
="",="(.)",="(.)",="(.)"

="Land_war adversary Coffee",="-2.270**",="-1.322",="-1.334"
="",="(-2.64)",="(-1.60)",="(-1.57)"

="Land_war adversary Eau de vie",="-0.781",="-0.868",="-0.972"
="",="(-0.91)",="(-1.06)",="(-1.16)"

="Land_war adversary Sugar",="-0.230",="-0.638",="-0.421"
="",="(-0.26)",="(-0.77)",="(-0.49)"

="Land_war adversary Wine",="-0.907",="-0.994",="-1.104"
="",="(-1.06)",="(-1.22)",="(-1.32)"

="Land_war adversary Other",="0.991",="0.895",="0.778"
="",="(1.22)",="(1.16)",="(0.98)"

="Land_war allied Coffee",="-0.627**",="-0.770***",="-0.752***"
="",="(-3.28)",="(-4.10)",="(-3.90)"

="Land_war allied Eau de vie",="-0.814**",="-0.796**",="-0.767**"
="",="(-2.85)",="(-2.93)",="(-2.74)"

="Land_war allied Sugar",="-0.585**",="-0.424*",="-0.561**"
="",="(-3.25)",="(-2.44)",="(-3.18)"

="Land_war allied Wine",="-0.385",="-0.340",="-0.326"
="",="(-1.26)",="(-1.17)",="(-1.09)"

="Land_war allied Other",="0.0876",="0.0698",="0.101"
="",="(0.53)",="(0.44)",="(0.63)"

="Land_war neutral Coffee",="-1.160*",="-0.525",="-0.520"
="",="(-2.02)",="(-0.94)",="(-0.91)"

="Land_war neutral Eau de vie",="-0.0465",="-0.127",="-0.176"
="",="(-0.08)",="(-0.24)",="(-0.32)"

="Land_war neutral Sugar",="0.114",="-0.227",="-0.0498"
="",="(0.20)",="(-0.41)",="(-0.09)"

="Land_war neutral Wine",="-0.286",="-0.386",="-0.445"
="",="(-0.50)",="(-0.71)",="(-0.79)"

="Land_war neutral Other",="-0.273",="-0.396",="-0.447"
="",="(-0.48)",="(-0.73)",="(-0.80)"

="Mercantilist_war adversary Coffee",="-1.161*",="-0.405",="-0.416"
="",="(-1.97)",="(-0.69)",="(-0.69)"

="Mercantilist_war adversary Eau de vie",="-0.643",="-0.695",="-0.755"
="",="(-1.00)",="(-1.14)",="(-1.20)"

="Mercantilist_war adversary Sugar",="1.122*",="1.519**",="1.021"
="",="(2.02)",="(2.73)",="(1.88)"

="Mercantilist_war adversary Wine",="-0.246",="-0.294",="-0.358"
="",="(-0.41)",="(-0.52)",="(-0.62)"

="Mercantilist_war adversary Other",="-0.235",="-0.272",="-0.332"
="",="(-0.45)",="(-0.55)",="(-0.65)"

="Mercantilist_war allied Coffee",="-1.120***",="-1.264***",="-1.274***"
="",="(-4.51)",="(-5.07)",="(-4.97)"

="Mercantilist_war allied Eau de vie",="-0.0790",="-0.0617",="-0.0538"
="",="(-0.35)",="(-0.29)",="(-0.25)"

="Mercantilist_war allied Sugar",="2.292***",="3.006***",="2.322***"
="",="(9.06)",="(11.81)",="(9.38)"

="Mercantilist_war allied Wine",="0.379",="0.380",="0.392"
="",="(1.71)",="(1.80)",="(1.81)"

="Mercantilist_war allied Other",="0.0468",="0.0580",="0.0673"
="",="(0.23)",="(0.29)",="(0.33)"

="Mercantilist_war neutral Coffee",="0.0955",="0.905",="0.933"
="",="(0.14)",="(1.34)",="(1.34)"

="Mercantilist_war neutral Eau de vie",="-0.142",="-0.149",="-0.174"
="",="(-0.24)",="(-0.27)",="(-0.30)"

="Mercantilist_war neutral Sugar",="2.984***",="3.463***",="2.937***"
="",="(5.01)",="(5.76)",="(5.04)"

="Mercantilist_war neutral Wine",="0.851",="0.832",="0.807"
="",="(1.51)",="(1.56)",="(1.47)"

="Mercantilist_war neutral Other",="0.578",="0.549",="0.525"
="",="(1.05)",="(1.05)",="(0.97)"

="R&N_war adversary Coffee",="1.247*",="1.084",="1.091"
="",="(2.04)",="(1.62)",="(1.58)"

="R&N_war adversary Eau de vie",="-1.420",="-1.237",="-1.361"
="",="(-1.45)",="(-1.32)",="(-1.42)"

="R&N_war adversary Sugar",="3.892***",="0.707",="3.894***"
="",="(6.36)",="(1.05)",="(6.49)"

="R&N_war adversary Wine",="-0.842",="-0.657",="-0.848"
="",="(-1.33)",="(-1.09)",="(-1.37)"

="R&N_war adversary Other",="-0.927",="-0.761",="-0.932"
="",="(-1.70)",="(-1.45)",="(-1.74)"

="R&N_war allied Coffee",="2.279***",="1.897***",="1.910***"
="",="(7.45)",="(4.02)",="(3.94)"

="R&N_war allied Eau de vie",="0.602",="0.712*",="0.666*"
="",="(1.84)",="(2.29)",="(2.08)"

="R&N_war allied Sugar",="6.279***",="2.613***",="6.310***"
="",="(17.92)",="(4.93)",="(18.34)"

="R&N_war allied Wine",="1.726***",="1.781***",="1.740***"
="",="(9.96)",="(10.75)",="(10.23)"

="R&N_war allied Other",="0.922***",="0.967***",="0.934***"
="",="(3.95)",="(4.35)",="(4.09)"

="R&N_war neutral Coffee",="6.137***",="3.100",="3.085"
="",="(4.20)",="(1.53)",="(1.48)"

="R&N_war neutral Eau de vie",="4.181*",="4.570**",="4.701**"
="",="(2.40)",="(2.69)",="(2.72)"

="R&N_war neutral Sugar",="4.130**",="3.621",="4.540**"
="",="(2.84)",="(1.76)",="(3.15)"

="R&N_war neutral Wine",="1.309",="1.592",="1.714"
="",="(0.90)",="(1.12)",="(1.19)"

="R&N_war neutral Other",="0.476",="0.748",="0.853"
="",="(0.36)",="(0.58)",="(0.65)"

="coffee=0 # Allemagne",="",="-0.638",="-0.499"
="",="",="(-0.99)",="(-0.76)"

="coffee=0 # Angleterre",="",="-1.216",="-1.114"
="",="",="(-1.29)",="(-1.16)"

="coffee=0 # Espagne",="",="-0.398",="0.0868"
="",="",="(-0.50)",="(0.11)"

="coffee=0 # Flandre et autres états de l'Empereur",="",="0.0612",="-0.223"
="",="",="(0.02)",="(-0.06)"

="coffee=0 # Hollande",="",="-7.172***",="-7.642***"
="",="",="(-7.62)",="(-7.97)"

="coffee=0 # Italie",="",="0.601",="0.852"
="",="",="(0.63)",="(0.87)"

="coffee=0 # Levant et Barbarie",="",="8.069***",="8.726***"
="",="",="(6.18)",="(6.60)"

="coffee=0 # Nord",="",="-5.461*",="-5.618*"
="",="",="(-2.39)",="(-2.43)"

="coffee=0 # Outre-mers",="",="8.446***",="6.192***"
="",="",="(7.00)",="(5.05)"

="coffee=0 # Portugal",="",="-0.893",="-0.785"
="",="",="(-0.29)",="(-0.25)"

="coffee=0 # Suisse",="",="-2.122",="-2.296"
="",="",="(-0.80)",="(-0.85)"

="coffee=0 # États-Unis d'Amérique",="",="0.00624",="-0.0213"
="",="",="(0.00)",="(-0.01)"

="sugar=0 # Allemagne",="",="-6.675***",=""
="",="",="(-9.21)",=""

="sugar=0 # Angleterre",="",="-4.792***",=""
="",="",="(-5.03)",=""

="sugar=0 # Espagne",="",="-7.553***",=""
="",="",="(-9.09)",=""

="sugar=0 # Flandre et autres états de l'Empereur",="",="1.539",=""
="",="",="(0.25)",=""

="sugar=0 # Hollande",="",="-2.570**",=""
="",="",="(-2.82)",=""

="sugar=0 # Italie",="",="-6.153***",=""
="",="",="(-6.01)",=""

="sugar=0 # Levant et Barbarie",="",="-9.102***",=""
="",="",="(-5.78)",=""

="sugar=0 # Nord",="",="-2.856",=""
="",="",="(-1.26)",=""

="sugar=0 # Outre-mers",="",="7.960***",=""
="",="",="(6.48)",=""

="sugar=0 # Portugal",="",="-5.107",=""
="",="",="(-1.64)",=""

="sugar=0 # Suisse",="",="-4.885",=""
="",="",="(-1.74)",=""

="sugar=0 # États-Unis d'Amérique",="",="-3.942",=""
="",="",="(-1.40)",=""

="coffee=0 # year_class1",="",="0",="0"
="",="",="(.)",="(.)"

="sugar=0 # year_class3",="",="0",=""
="",="",="(.)",=""

="Constant",="-158.8***",="-142.5***",="-152.7***"
="",="(-21.13)",="(-13.98)",="(-14.66)"

="Observations",="4002",="4002",="4002"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
