
="Espagne # Other # year",="0.00615*",="0.00605*",="0.0152***",="0.0143***"
="",="(2.16)",="(2.12)",="(5.00)",="(4.62)"

="Espagne # Sugar # year",="0.0462***",="0.0462***",="0.0979***",="0.0991***"
="",="(5.49)",="(5.49)",="(5.13)",="(5.23)"

="Espagne # Wine # year",="-0.000925",="-0.00103",="0.0151***",="0.0156**"
="",="(-0.20)",="(-0.22)",="(3.36)",="(3.28)"

="Flandre et autres états de l'Empereur # Coffee # year",="0.000298",="0.000358",="0.0505***",="0.0507***"
="",="(0.04)",="(0.05)",="(3.73)",="(3.79)"

="Flandre et autres états de l'Empereur # Eau de vie # year",="-0.00779",="-0.00770",="0.0262*",="0.0260*"
="",="(-1.07)",="(-1.06)",="(2.16)",="(2.17)"

="Flandre et autres états de l'Empereur # Other # year",="-0.0185***",="-0.0183***",="-0.0105*",="-0.0115*"
="",="(-3.50)",="(-3.49)",="(-2.00)",="(-2.16)"

="Flandre et autres états de l'Empereur # Sugar # year",="-0.0310**",="-0.0308**",="-0.0111",="-0.0121"
="",="(-2.65)",="(-2.65)",="(-0.67)",="(-0.73)"

="Flandre et autres états de l'Empereur # Wine # year",="-0.0155*",="-0.0153*",="-0.000984",="-0.000635"
="",="(-2.00)",="(-1.98)",="(-0.11)",="(-0.07)"

="Hollande # Coffee # year",="0.0384***",="0.0383***",="0.127***",="0.126***"
="",="(4.84)",="(4.82)",="(5.84)",="(6.07)"

="Hollande # Eau de vie # year",="0.0192*",="0.0189*",="0.0723***",="0.0726***"
="",="(2.52)",="(2.49)",="(4.88)",="(4.96)"

="Hollande # Other # year",="0.0168***",="0.0166***",="0.0256***",="0.0248***"
="",="(6.47)",="(6.39)",="(7.59)",="(7.23)"

="Hollande # Sugar # year",="0.0371***",="0.0369***",="0.0823***",="0.0828***"
="",="(4.76)",="(4.74)",="(4.92)",="(4.97)"

="Hollande # Wine # year",="0.0266***",="0.0264***",="0.0481***",="0.0495***"
="",="(3.91)",="(3.88)",="(4.92)",="(5.15)"

="Italie # Coffee # year",="0.0342***",="0.0339***",="0.114***",="0.114***"
="",="(4.31)",="(4.28)",="(5.33)",="(5.51)"

="Italie # Eau de vie # year",="0.0603***",="0.0601***",="0.182***",="0.188***"
="",="(4.27)",="(4.25)",="(4.40)",="(4.36)"

="Italie # Other # year",="0.0153***",="0.0149***",="0.0229***",="0.0220***"
="",="(6.12)",="(6.09)",="(8.36)",="(8.10)"

="Italie # Sugar # year",="0.0419***",="0.0416***",="0.0878***",="0.0885***"
="",="(4.68)",="(4.64)",="(4.60)",="(4.66)"

="Italie # Wine # year",="0.0294**",="0.0291**",="0.0503***",="0.0519***"
="",="(3.17)",="(3.14)",="(3.90)",="(4.14)"

="Levant et Barbarie # Coffee # year",="-0.0347***",="-0.0353***",="-0.00959",="-0.00935"
="",="(-5.50)",="(-5.50)",="(-0.96)",="(-0.96)"

="Levant et Barbarie # Eau de vie # year",="0.0257",="0.0252",="0.0941",="0.0955"
="",="(0.64)",="(0.63)",="(0.97)",="(0.94)"

="Levant et Barbarie # Other # year",="-0.00733",="-0.00791*",="0.00270",="0.00176"
="",="(-1.88)",="(-2.02)",="(0.65)",="(0.41)"

="Levant et Barbarie # Sugar # year",="0.0583***",="0.0579***",="0.113***",="0.115***"
="",="(4.58)",="(4.58)",="(4.57)",="(4.76)"

="Levant et Barbarie # Wine # year",="0.000848",="0.000279",="0.0200*",="0.0207*"
="",="(0.11)",="(0.04)",="(2.05)",="(2.02)"

="Nord # Coffee # year",="0.0341***",="0.0334***",="0.118***",="0.117***"
="",="(4.56)",="(4.51)",="(5.77)",="(5.98)"

="Nord # Eau de vie # year",="0.0299***",="0.0293***",="0.101***",="0.102***"
="",="(4.14)",="(4.08)",="(7.74)",="(7.86)"

="Nord # Other # year",="0.0117***",="0.0110***",="0.0220***",="0.0211***"
="",="(3.76)",="(3.54)",="(6.17)",="(5.80)"

="Nord # Sugar # year",="0.0327***",="0.0320***",="0.0767***",="0.0770***"
="",="(4.39)",="(4.34)",="(4.81)",="(4.82)"

="Nord # Wine # year",="0.0174*",="0.0167*",="0.0383***",="0.0394***"
="",="(2.28)",="(2.20)",="(3.77)",="(3.88)"

="Outre-mers # Coffee # year",="-0.0110",="-0.0112",="0.0291",="0.0293"
="",="(-1.71)",="(-1.75)",="(1.91)",="(1.95)"

="Outre-mers # Eau de vie # year",="0.184***",="0.184***",="0.337***",="0.352***"
="",="(3.76)",="(3.76)",="(5.79)",="(6.33)"

="Outre-mers # Other # year",="-0.0155**",="-0.0157**",="-0.00816",="-0.00910"
="",="(-3.12)",="(-3.17)",="(-1.34)",="(-1.49)"

="Outre-mers # Sugar # year",="-0.00914",="-0.00938",="0.0179",="0.0170"
="",="(-1.78)",="(-1.82)",="(1.62)",="(1.49)"

="Outre-mers # Wine # year",="0.0180*",="0.0178*",="0.0398***",="0.0410***"
="",="(2.09)",="(2.06)",="(3.39)",="(3.31)"

="Portugal # Coffee # year",="0.0516***",="0.0513***",="0.158***",="0.156***"
="",="(5.65)",="(5.65)",="(4.93)",="(5.21)"

="Portugal # Eau de vie # year",="0.00166",="0.00152",="0.0399***",="0.0398***"
="",="(0.24)",="(0.22)",="(3.40)",="(3.42)"

="Portugal # Other # year",="0.0317***",="0.0315***",="0.0438***",="0.0432***"
="",="(8.91)",="(8.91)",="(10.19)",="(9.84)"

="Portugal # Sugar # year",="0.0428***",="0.0426***",="0.0914***",="0.0923***"
="",="(4.27)",="(4.26)",="(4.47)",="(4.56)"

="Portugal # Wine # year",="0.00507",="0.00493",="0.0219**",="0.0226**"
="",="(0.73)",="(0.71)",="(2.61)",="(2.65)"

="Suisse # Coffee # year",="0.0438***",="0.0432***",="0.139***",="0.137***"
="",="(5.07)",="(5.04)",="(5.28)",="(5.52)"

="Suisse # Eau de vie # year",="0.0522***",="0.0516***",="0.162***",="0.167***"
="",="(4.84)",="(4.80)",="(4.56)",="(4.56)"

="Suisse # Other # year",="0.0138***",="0.0131***",="0.0223***",="0.0215***"
="",="(3.46)",="(3.30)",="(5.59)",="(5.33)"

="Suisse # Sugar # year",="0.0370***",="0.0364***",="0.0819***",="0.0823***"
="",="(4.02)",="(3.97)",="(4.41)",="(4.43)"

="Suisse # Wine # year",="0.0329***",="0.0322***",="0.0561***",="0.0579***"
="",="(4.64)",="(4.58)",="(5.34)",="(5.70)"

="États-Unis d'Amérique # Coffee # year",="0.00375",="0.00336",="0.129***",="0.127***"
="",="(0.27)",="(0.24)",="(3.89)",="(4.04)"

="États-Unis d'Amérique # Eau de vie # year",="0.00422",="0.00383",="0.133***",="0.137***"
="",="(0.27)",="(0.25)",="(4.37)",="(4.49)"

="États-Unis d'Amérique # Other # year",="0.0278**",="0.0276**",="0.0532***",="0.0531***"
="",="(3.21)",="(3.16)",="(5.94)",="(5.82)"

="États-Unis d'Amérique # Sugar # year",="0.00921",="0.00886",="0.0767**",="0.0782**"
="",="(0.68)",="(0.66)",="(2.95)",="(3.03)"

="États-Unis d'Amérique # Wine # year",="0.0476*",="0.0475*",="0.0889***",="0.0959***"
="",="(2.29)",="(2.26)",="(3.54)",="(3.72)"

="Coffee # 0",="",="",="0",="0"
="",="",="",="(.)",="(.)"

="Coffee # Blockade",="",="",="-4.154***",="-4.087***"
="",="",="",="(-5.20)",="(-5.93)"

="Coffee # Mercantilist_War",="",="",="-2.067***",="-1.921***"
="",="",="",="(-3.88)",="(-4.44)"

="Eau de vie # 0",="",="",="-2.597",="-11.87"
="",="",="",="(-0.04)",="(-0.17)"

="Eau de vie # Blockade",="",="",="-6.372",="-15.83"
="",="",="",="(-0.09)",="(-0.23)"

="Eau de vie # Mercantilist_War",="",="",="-3.457",="-12.79"
="",="",="",="(-0.05)",="(-0.18)"

="Other # 0",="",="",="148.7**",="147.0**"
="",="",="",="(3.14)",="(3.24)"

="Other # Blockade",="",="",="148.0**",="146.2**"
="",="",="",="(3.12)",="(3.22)"

="Other # Mercantilist_War",="",="",="148.5**",="146.6**"
="",="",="",="(3.13)",="(3.23)"

="Sugar # 0",="",="",="105.8",="101.2"
="",="",="",="(1.64)",="(1.61)"

="Sugar # Blockade",="",="",="103.5",="98.79"
="",="",="",="(1.59)",="(1.57)"

="Sugar # Mercantilist_War",="",="",="104.8",="99.97"
="",="",="",="(1.62)",="(1.59)"

="Wine # 0",="",="",="76.61",="61.91"
="",="",="",="(1.20)",="(0.98)"

="Wine # Blockade",="",="",="75.37",="60.40"
="",="",="",="(1.18)",="(0.96)"

="Wine # Mercantilist_War",="",="",="75.93",="61.23"
="",="",="",="(1.19)",="(0.97)"

="Coffee # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Coffee # Blockade # year_of_war",="",="",="0.0329",=""
="",="",="",="(0.36)",=""

="Coffee # Mercantilist_War # year_of_war",="",="",="0.0405",=""
="",="",="",="(0.41)",=""

="Eau de vie # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Eau de vie # Blockade # year_of_war",="",="",="-0.120",=""
="",="",="",="(-0.66)",=""

="Eau de vie # Mercantilist_War # year_of_war",="",="",="-0.0185",=""
="",="",="",="(-0.17)",=""

="Other # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Other # Blockade # year_of_war",="",="",="-0.0279",=""
="",="",="",="(-1.25)",=""

="Other # Mercantilist_War # year_of_war",="",="",="-0.0539*",=""
="",="",="",="(-2.42)",=""

="Sugar # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Sugar # Blockade # year_of_war",="",="",="-0.0711",=""
="",="",="",="(-0.68)",=""

="Sugar # Mercantilist_War # year_of_war",="",="",="-0.0985",=""
="",="",="",="(-0.80)",=""

="Wine # 0 # year_of_war",="",="",="0",=""
="",="",="",="(.)",=""

="Wine # Blockade # year_of_war",="",="",="-0.162",=""
="",="",="",="(-1.79)",=""

="Wine # Mercantilist_War # year_of_war",="",="",="0.00421",=""
="",="",="",="(0.10)",=""

="Constant",="-71.65***",="-71.50***",="-239.8***",="-237.8***"
="",="(-4.51)",="(-4.49)",="(-5.38)",="(-5.62)"

="Observations",="3015",="3015",="3015",="3015"

="t statistics in parentheses"
="* p<0.05, ** p<0.01, *** p<0.001"
